ShaShiYaYi 	parece que ya está muy lejos de Kako	Moabiresronki Kakonko kikin ani peixobo irabeke
ShaShiYaYi 	escribe al respecto lo que has leído	Wisha min yoyo akainoa, jawen jisa yoikin makeai joibo meraxon wishawe
ShaShiYaYi 	cerraron una puerta a la casa	Westiora chikeya xobonko xepokana iki
ShaShiYaYi 	Después de cuatro años de ser profesor, el niño sale al mundo; y cuando los niños son bendecidos, el padre les pregunta: « ¿Qué debemos hacer?	Westiora bake chosko baritia axeaitonin, pikoxon axeamis axonai, neskaakin: Bakebaonra jakon akanke, ikaxbira axeamisnin jato yokaboresai: ¿Jawe paketiki noa naton yoiai?
ShaShiYaYi 	y le dijo	Jatianki yoia iki -moa kaira ea iitai min tsabekonira en jawe atioma potaibake- akin
ShaShiYaYi 	llévatelo y vivirás	Wai awe mia jan janon
ShaShiYaYi 	¿Cuáles son los otros alimentos que reciben los hombres?	¿Jawe yoabomein ja jonibaon bikanai?
ShaShiYaYi 	servidor de la señora	Merayabaon yonoti
ShaShiYaYi 	puedo hablarles de esta manera porque yo no estoy en Mai jesús	Neskatira ea yoyo iti atipanke eabi Mai Joshin jemankoma ikax
ShaShiYaYi 	Los otros animales, en cambio, tenían miedo de la gente, pues vivían atemorizados y desconcertados ante su suplicio.	Jatian wetsa yoinaboronki ikana iki kikini jaki raketi, tsonbiki yoyo akashamaa iki, sina itan pimis onanxon
ShaShiYaYi 	somos hombres de carne y hueso	Noa jonibo iki jawekinin meniananai jonibo itanribi kikinbires rayabo
ShaShiYaYi 	aprende esto	Nato onanwe
ShaShiYaYi 	Escribe lo que has dicho, sea lo que sea o lo que no sea.	Akin iamaxon akama ika wishawe, min wishaabo oinxon
ShaShiYaYi 	El pastor de las ovejas no era el pastor que cuidaba de los rebaños de ovejas.	Jan koiranaiboki ika iki nii ochitibo, jabaonki xeayamakin
ShaShiYaYi 	por eso te enviaré un mensaje si no pescas lo que has pescado	Jokopira en mia nato wishameran joi bomai mia jonon ixon, mia ika manaman yapa yamaiketian
ShaShiYaYi 	explica cómo has decidido	Yoi yoibainwe jaskaakin min shinanakeska akin
ShaShiYaYi 	qué ropa hemos de vestir	Mesko chopa sawetiki ikabora non yoyo akai
ShaShiYaYi 	de qué otros alimentos se trata	Jawe yoabo yoiarin
ShaShiYaYi 	está bien hacerse tinaja	Jakon riki chomo ati onan iti
ShaShiYaYi 	antes de realizar este trabajo conversan con sus padres	Anonxonpari jawen anibobetan yoyo ikanai
ShaShiYaYi 	el día de maratí llegó sólo a las catorce	Maratis neten kaxonra beke 14 tawares
ShaShiYaYi 	¿Alguna vez fuiste a traer el barro?	¿Miaki wetsatianbo mapo bii kaa iki?
ShaShiYaYi 	para que escuches ¿a quién o a quién le hacemos oír?	Ninkamati ¿Tsoabo iamax tsoaboki non nin kamai?
ShaShiYaYi 	no tenemos suficiente para cinco de ellos, por lo que le rogamos que nos dé uno de los treinta y uno de los doce para que lo tome de las doce	iketian 5 non bichinti atipayamake, jaskara iken 3 chonka ikainoa non yokaxonai 1 chonka, jatian banetai 1 chonka 2. jaskaaxon ja 1 chonka rabe ikainoa non 5 bichinai, jaskaa banetai
ShaShiYaYi 	pesca solamente peces con escamas	Raxkanya yapabores ashta awe
ShaShiYaYi 	en el aula explícales cómo deben comportarse	Axeti Jain yoinabo merati Ribojo oinax yoyo ikanwe
ShaShiYaYi 	qué es lo mejor para nosotros los bosques y sus bienes	jawekibo: Non niikanra noa kikin jakon jaweki akai itan meniai
ShaShiYaYi 	un día se fue a la escondite y luego supo que su mujer estaba en la tinaja	Westiora neteronki kaa shino inon xobonko, jainxonronki ninkata iki jawen awin xabinko nonbeta
ShaShiYaYi 	si algo nos ha pasado desde la eternidad	Non oinama itan noa pikotamatian winóni jawéki iketian
ShaShiYaYi 	después quieren comprar cuatro capas	Japekaora bikasai 4 nea chopa
ShaShiYaYi 	en el hueco de la canasta de la canasta se cogió un bastón	Tawa maxo xamankoniara Xekan tawin bike
ShaShiYaYi 	si no te escucha, pregúntale a tu profesor	Ninkakoyamanxon, min axeamis yokawe
ShaShiYaYi 	faltaba dinero y faltaba dinero en la caja de centenas	Jati koriki maxkata C Jati paketa: Kene Sinara maxkake soro
ShaShiYaYi 	dibújalo en el círculo	Yankonmam sikawe ja toro ikain
ShaShiYaYi 	el hombre se quedó allí	Jaskataxronki kesha joni jain baneta iki
ShaShiYaYi 	reflexionando	Tsinkixon shinanbo ati
ShaShiYaYi 	qué formas hemos de ver	Jaskara jisabo non oina ati iki
ShaShiYaYi 	veamos dónde está y dónde está	Oinon akanwe -riba itan -ribi ikainko
ShaShiYaYi 	el profesor los lleva al talonario de la escuela	Axeamisninra jainoax boshpakan yoyo ixon ninkamatinko jato boai
ShaShiYaYi 	después de doblar la tierra, hacen dos cenizas para que no queden pegadas	Jainxon jain banati mai chinikin, akanai rabe ashpabo, ochomashokobo aka jakomashokobo tapon inaketian
ShaShiYaYi 	En aquellos días los discípulos se preparaban para recibir comida, y en los días de reposo se preparaban para la curación.	Ja netebaon yosin yoia jainxon raonmisnin yoiabosenenabokanai: Ja pitibo, kinanti, jakoni koiranmetibo
ShaShiYaYi 	lo dejó	Bomaa iki
ShaShiYaYi 	escribe con atención	Ninkatibires akin wishaa
ShaShiYaYi 	por eso dicen que en las hojas secas del plátano hay otros frutos	Jakopironki iki paranta choshi pei ikainkobo wetsatian binabo jai
ShaShiYaYi 	esto es lo que se suele decir de la mujer que se queda	Matsamanti neskataira akanai "jatibiris banetai" akin
ShaShiYaYi 	¿Cuánto ha vendido Nima?	¿Jawetiininki Nima maroa?
ShaShiYaYi 	no lo hice porque tuviera miedo	Shonkin onsa iketianra ea oke shitayamake
ShaShiYaYi 	quédate en la casa	Xobo awe mia jainbiribi jati
ShaShiYaYi 	en cuanto a los alimentos que vamos a leer tú y tu profesor	Yoabo jawekiatira non yoyo akai Mibe axeai betan wetsa pei ikainoa wisha oinxon, nato yokabo yoiwe
ShaShiYaYi 	el hombre levantó la vista	Wenira winti aki beotinke
ShaShiYaYi 	luego explícales primero cómo se debe realizar la preparación de los huevos	Jaskaxon bachi bitibo yoyo ati Neteshamanxopari yoyo awe
ShaShiYaYi 	ese hombre es un burlón	Oa joni riki jakomai shiroai
ShaShiYaYi 	la primera hermana de la mujer	Ainbonin poi reken
ShaShiYaYi 	¿En qué idioma hablan?	¿Jawe joinki yoyo ikanai?
ShaShiYaYi 	ahora llama a sus familiares y los acompaña	Moa iketian jawen kaibobo kenaxon jato kawekiakinai
ShaShiYaYi 	al atardecer salen las hormigas	Yantankainainra akonpana pikotai
ShaShiYaYi 	deben sacarlo de la bandeja y colgarlo como si fuera un libro para luego colocarlo en una canasta y luego pegarlo	Bantijainoa tsekakanti jake ja kirika jisakan, jaskaaxon rakankanti jake westiora tabara ikain jainoax choshitikopi
ShaShiYaYi 	se deshacen de los papas de los árboles para después tapar el hoyo	Sepakinra akanai jiwi anibo jenekin ja pekao yamin rerati kopi
ShaShiYaYi 	Y la mujer le dijo: « Tu eres mi hijo, mi hijo, a quien has llevado en brazos hasta el fin de la vida.	Jainxonki ainbo yokata iki -Nokon chopakan, min jochi papanra boke mia rama nete tetiain jikiti jishtenaikaman ixoni- akin
ShaShiYaYi 	El sol se oscurecerá, la luna se pondrá roja como la sangre,	Kina riki moa keyotibi, nonra koiranti jake jaskaribi jatixonbi banati non shinanti jake, nato iki kopi jiwi
ShaShiYaYi 	El total era de tres y uno. ¿Cuál era el primero?	Jati paketa: 3 Westiorabo jatibi topona: ¿Jawerato yoraki C iamax jawen jatibi topona bebon iki?
ShaShiYaYi 	ellos traen su carne	Jabora nami axon jokin beai
ShaShiYaYi 	el profesor les dice a los niños que las cosas que nunca se han hecho van a cambiar	Axeamisninra payotai itan payoyosma jawekibo, bakebo yoiai
ShaShiYaYi 	la canoa de soi sawa es para ir a coger el huevo de la garza: 8 cuenta es larga y 2 cuenta es ancha	Soi Saninra nonti akai weaman manxan bachi bii kanonxon: 8 topo riki jawen nenke jainoax 2 topo riki jawen naxba
ShaShiYaYi 	ellos se van detrás de ellos y se quedan con ellos	Jaskakanaitian ikai jato pekao ja chopa saweya kai jato betan ikasibiribi
ShaShiYaYi 	dales estas preguntas a tus compañeros de clase 151	Shipibobo winoni joi onanti kopi 151 Mibe axeai betan nato yokabo yoiwe
ShaShiYaYi 	qué ciudad es Kako Makaya	Jawekeskarin Kako Makáya jema
ShaShiYaYi 	Pues bien, cuando dije esto, no lo hice por ignorancia.	Jaskaakin akabi en yoia iki, "eara jabi kai", akin
ShaShiYaYi 	coge los materiales de aseo y pégalos donde corresponde	Jan chokitibo itan baken jan joniitibo ribojona bixon ja itinkobo taxnanwe
ShaShiYaYi 	los habitantes de Poikusko estaban a la intemperie comiendo jerús en el patio y en las casas	Poinkoskon jonibo pia ikatiai xao tsama tsamaakebaini jema napon itan xobo meranbo
ShaShiYaYi 	pero nosotros no dejamos de hablar a la gente	Ikaxbi ja non kaibobo non joi yoyo iki jeneyamakanai
ShaShiYaYi 	fíjate en el tronco de una horca de largo largo que está a punto de morir	Oinwe: nenké rakóti panchá sepíyo onsá mawáke seré yakáti maxó ochíti
ShaShiYaYi 	de dónde has venido	Jaweranoaxki mia joai chai aka iki en
ShaShiYaYi 	tres meses después de haber ayunado dijeron que allí había un árbol	Moa menoyantana kimisha oxe kaxon oinkanaronki ika iki jain jaa ichinka iibatainki westiora jiwi xoxoi
ShaShiYaYi 	la resina de un árbol de cola está podrida	Kochi jina xoiyara noe poatai
ShaShiYaYi 	¿Qué animales ves?	¿Jawe yoinaboki min oinai?
ShaShiYaYi 	fíjense bien en lo que hemos escrito	Non wishabo nato chitemeranxon oinon ikanwe jakon akin non akarin ixon
ShaShiYaYi 	¿Por qué no sembramos allí?	¿Jawekopiki non jain banayamai?
ShaShiYaYi 	en verdad lo que he encontrado en la escritura es muy rápido	Ikon Ikoma Enra wishameran ishtonbires joibo nokoke
ShaShiYaYi 	otro grupo de sabios lo puso a prueba para que hablara con voz perversa	Wetsa onan jonibaonronki moa tanaa iká iki ison ewa yoyo imakaskin
ShaShiYaYi 	¿Cuánto has elegido?	¿Jaweti min katota?
ShaShiYaYi 	estos son peligrosos	Onsa riki jabo
ShaShiYaYi 	allí la fama de los peces de la cocha se embriaga con sus canoas y todo lo que hay	jainki bokana iaman yapa Jainxonki ninkakana paenai jaton nontiyabires, jaa akana jawekibo taanai
ShaShiYaYi 	Entonces le dijo a Jesús: — Si quieres ser perfecto, anda diciendo la verdad.	Jaskaketianki yoia iki -mibe yoyo ikasi riki ea, ikonki mia koshi yoikanai ixon min koshi tanakasi riki ea- akin
ShaShiYaYi 	¿Te gusta lo que dicen?	¿Ja yoyo ikanaiki min keenshaman iki?
ShaShiYaYi 	muéstrale también su dinero que ha escondido	Jaskaxon oinmai jawen koriki jain jonearibi
ShaShiYaYi 	¿Quién les va a enseñar a confeccionar la receta?	¿Tsoabaonki tari ati jato axea kai?
ShaShiYaYi 	dobla cada una de esas dos hojas hacia afuera	Ja katoa rabe itina westiorabo jemaoriakin katobekonwe
ShaShiYaYi 	Ahora bien, aun el primer pacto tenía ordenanzas para el culto y el santuario terrenal.	Ja iki joi xatea jisábo: too‘ati, too‘aba- non, a‘ iki, itan wetsaboribi
ShaShiYaYi 	su nombre es jejee	jawen nane ika iki, -jeee iki
ShaShiYaYi 	¿Cuántos edificios construyeron los tres?	¿Jaweti xoboki xewakana ja kimishaxonbi?
ShaShiYaYi 	porque todavía queda un reposo sagrado para el pueblo de Dios.	Jain senenrespari non shinanke rama nete, kamatianbi jaton jane wishaa ikainko bewishkanai
ShaShiYaYi 	dice que este hueco estaba arriba de un árbol	Nato kinironki ika iki kikin jiwi bochiki
ShaShiYaYi 	¿Por qué hoy en la ciudad de Maishian se vende una casa?	¿Jawe kopimein ramatian Maishian jema ikainko xobo akax marokanai?
ShaShiYaYi 	he escuchado mis palabras	Nokon wishabora ninkatishaman en ake
ShaShiYaYi 	con estas palabras les preparamos la medicina	Neskara joibaonra non matsaka axonai
ShaShiYaYi 	piensa en tres grupos y cinco en total	Shinanwe: 3 tsamain 5 rakankana paketai jati
ShaShiYaYi 	escribe en Sión las preguntas y así escucha las voces	Sionbo Sionbo axon yokabo wishawe Jaskati yoyo ikanai ninkaxon sionbo wishawe
ShaShiYaYi 	el masato era de cedro	Kenpo Kenpora ikatiai jan xeati
ShaShiYaYi 	pero dicen que cuando el gallo llega y lo traen, lo hacen de un lado a otro y lo hacen de un lado para otro	Jaa iikanaibironki ika iki, roo koraka nokoti, jaa joaitianronki akana iki kikinkin toroxon biikin, Jatixonbiki joe epa, joe koka, joe chai, joe wetsa, joe noxa, joe jomo, joe joni, joe koraka jaakayaki kikiankin manakana iitai
ShaShiYaYi 	y escribe en el libro de Shinama tres grandes jornaleros: quítalos, quítalos y cuéntalos en medio para que puedan ver muchos	Moa atipanabo Shinaman toponxon wishai kimisha joyobo: bichinai, matsamanai, senemai itan oinbekonxon toponai mesko ichabo onanoxon
ShaShiYaYi 	la palabra de dios se está difundiendo de la iglesia en galilea	Joi taponyainoax wetsaresibi joi pikotai riki teki betan joi tapon meskoa
ShaShiYaYi 	este hombre tiene una enfermedad que le va a dar a la mujer	Nato tonko raoki iki basibores ainbo nokoti
ShaShiYaYi 	Ahora bien, en cuanto a las cosas que tienen que ver con nosotros, este es el punto final de lo que ha de venir.	Tsosinyosma roniman koshia ikax Rebokirira Pexe Bita ian itinke, jainra ea kai boe tsakai
ShaShiYaYi 	estos otros no se mueven con rapidez	Jabora ishton ikai yoabo iki
ShaShiYaYi 	porque el Hijo del hombre odiaba al que había hecho trizas, y fue y se fue a lo más alto de la tierra, y allí escondió de la boca del lobo y lo mató	Choyachakin omisha ani Jonironki ika iki chachio kai, yoina retenonxon benai, kaaxki nokota iki ani manaman, jainxonki aka iki isoko pian tsakaxon retepakekin
ShaShiYaYi 	el gallo le oyó gritar y le dijo	Kakinronki ninkata iki roo koshin keotai jo‘oo jo‘oo jo‘oo ikí
ShaShiYaYi 	diles que tu Chai Biri sángame 155	Min Chai Biri Sanke Jan bomai 155 Yokabo yoiwe
ShaShiYaYi 	Miren a su alrededor para ver adónde lo ha puesto	Rekenparira ointi iki naa beitian, jaweranoki boa iki ixon pontenoxon
ShaShiYaYi 	así también se vistieron de la misma manera	Jaskaribi riki wai kesenenain joni chopa abekona
ShaShiYaYi 	después de doblar la bandera	Nonti jankeanxon ramenoa
ShaShiYaYi 	¿Cuáles son los motivos para venderlos?	¿Jawebo jato maromanoxonki ninkamati wishakanai?
ShaShiYaYi 	no hay nada que hacer	Jaskarabo maxkatima: jaskara jawekibo jatixonbi senen ati
ShaShiYaYi 	están probando los materiales	Jaweki atibo yoikin tanakanai
ShaShiYaYi 	el sol también tomó 36 huevos	Jatian Nitanribira 36 taki bachi bike
ShaShiYaYi 	Escribe al que tiene el poder de la palabra y de la enseñanza	Yoia joimeranoa, jawerato joiborin joi tekemaibo, jabo wishawe
ShaShiYaYi 	diles que escriban la palabra de dios y la palabra de su profecía	Jaskaaxon ati yoia wisha Jawen jaskara yoia wisha Joi bomati wisha 3 Shinanxon yoiwe
ShaShiYaYi 	escribe la cuenta en un cuadrito de cinco	Ja pichikainoa, ichama toponti wishawe Chonka sereyaton
ShaShiYaYi 	y si alguna viuda tiene algo que ofrecer, que lo haga por propia iniciativa	Jaskara menia akatikanai xontakobaonbiriki sinta menikin, kikin metsashamaankin akaribi
ShaShiYaYi 	después de haber enseñado a los mezquinos se dice que no tenemos yuca	Meskóbo jato axeayonxon oinabironki inike noa atsaoma
ShaShiYaYi 	con su espíritu parece que lo que más le gusta es la belleza	Jawen shinanmeran westiora kirinko metsa metsaisitonin kenaikeska shinani
ShaShiYaYi 	y esperaron a que el toro bajara	Jainoaxki bokana toro shonkitai manaon
ShaShiYaYi 	¿Cómo podemos identificar los bancos de peces?	¿Jawekeskaaxonki yapa bachiya non onanti iki?
ShaShiYaYi 	que se nos escuche	Jatian non shinanaiboribi noa ninkaxonkana iti jake
ShaShiYaYi 	¿Cómo es que el pueblo de israel es tan grande?	¿Jawekeskatiki shipibo konibo jonibo yomeratiain ninkakanankanai?
ShaShiYaYi 	este diseño es el que nosotros los ancianos pintamos y pintamos	Nato kenebo riki noa shipibobaon jan chopa iamaxon wetsa jawekibo keneai itan keweai
ShaShiYaYi 	¿Has traído a la gente los alimentos de tu chacra?	¿Minki yoabo min wainkonia bexon jato menishokoai?
ShaShiYaYi 	¿Qué aspecto tiene?	¿Jawe jawekinin jisaki yoiti iki?
ShaShiYaYi 	cuenta la yunta y hazle un círculo a la luna llena	Toponxon ananti akin toroawe jati oxe
ShaShiYaYi 	¿Quiénes están listos para enviar la carta?	¿Tsoabaon akarin bomati kirika wishakin?
ShaShiYaYi 	prepara el masato de yuca a la hora de la comida	Paniro ati jan atsapoto benxoaxon paninti, jenetian ja jawekiati
ShaShiYaYi 	ahora vemos lo que hemos dicho	Ramara noa yoyo ikabo non oinai
ShaShiYaYi 	¿Qué están haciendo los niños?	¿Jawe bimein ikanai ja bakebo?
ShaShiYaYi 	al mismo tiempo jesús le dijo miren cómo lo está guiando	jawekiariba Jainxonronki aka iki mashi chinikin, jaa akai oinaxki ika iki matoshan kai bei
ShaShiYaYi 	así le dicen a él las diferentes plantas del sarcófago: el anzuelo, el gavilán y el ají	Jaskaribironki ikatikanai mesko peibaon nashi: chikish payati, boains, chana itsa, anpi yochi pein
ShaShiYaYi 	Este libro no es sólo para nosotros, sino para muchos, jóvenes y mayores, para los que tienen autoridad y poder, para los que tienen experiencia y para los que han llegado a ser como nosotros,	Nato kirikara nonbicho akama iki, icha jonixon akana riki: axeamis ranonbo itan xontakobo, ani shinanya jonibo, joni koshibo, non axe onan jonibo, kirika akai bakebo; jabo tsinki tsinkikin akana riki nato kirika
ShaShiYaYi 	y Soi quemó dos y tres mil	Jatian Soi Kena iki 2 tsamayares 3 nishi xeiya tsamatiibi
ShaShiYaYi 	no quiero saber a qué se refieren las personas que van a la fiesta	Neskarabo mato yoitaananra en onamakasai jawekeska jonibo kayaki ipaonii ja ani xeatinin boaibo ixon
ShaShiYaYi 	hablamos y escuchamos diferentes diseños	Mesko kenebokira noa yoyo ikai itan ninkatai
ShaShiYaYi 	¿Cuántos niños deberían ser, si hay 2 en el grupo 6?	¿Jaweti bakemein iti iki, 2bo aka 6 tsamain?
ShaShiYaYi 	muéstrales lo que has aprendido	Min aka mibe axeai oinmawe
ShaShiYaYi 	pero nadie lo ha visto jamás	Ikaxbi wetsabires jonin oina jishtima iki
ShaShiYaYi 	Iskon y same y Sanken se van a traer el barro	Iskon Same betan Sanken Ratera bokanai mapo bii
ShaShiYaYi 	Si nos examináramos a nosotros mismos, no se nos juzgaría;	yokatainbira Jasketianki aka jawekira min ake, mia keshakenbira, non mia manayamakeanke, jaskaribi non bai mia xeponakeanke- akin
ShaShiYaYi 	¿Para qué debemos prepararnos?	¿Chopa anoxonki non jawebo biti iki?
ShaShiYaYi 	¿Qué hacen los peces gordos?	¿Yami payoboki jaweakanai?
ShaShiYaYi 	Del mismo modo, también hay un campo sembrado de espinos y cardos.	Jaskaribi Wexa Rankon, wainkora jake: kari, xawi, sio itan poa
ShaShiYaYi 	hasta el día de hoy la bebida está muy buena	Jati netekaman ipaonike moa warapo xeati jakonshaman
