Extra_Educational 	finalmente, cuenta con los niños cuántas salieron al contar prueba a  un niño para que cuente 	seneanxon bakebo toponkinwe jawetirin ixon westiora bakebo tanakin toponti yoiwe
Tsanas 	luego de entregarles el cuaderno a los niños para que trabajen, explícales cómo deben hacerlo. los niños cantan mashá para las niñas varias veces, lo dibujan y luego colorean.	jan teeti kirika bakebo menixon jaskaakin tee atibo yoiwe, bakebo masha bewai bake aiboboki jaweti iki jato toponxon wisha natanwe, jainxo sikawe
Tsanas 	entrégales a los niños diferentes semillas	bakebo mesko bimi berobo meniwe
Tsanas 	luego ayúdales a contar	jainxon jato toponkinwe
Tsanas 	saca a un niño y haz que cuente hasta donde pueda	westiora bakebo pikoxon yoimawe jatikaman topona
Tsanas 	los niños cantan mashá para las niñas varias veces	bakebo masha bewai bake aiboboki jaweti iki jato toponxon wisha natanwe
Tsanas 	lo dibujan y luego colorean	jainxo sikawe
Tsanas 	enséñales las cosas que has aprendido	kirika aki mia axea jawekibo jato onamawe
Tsanas 	siéntate con los niños en el suelo y entrégales el trabajo que han realizado para que lo vean	bakebo naman yakakinxon ja tee akanabo bexon jato menipakewe oinkanon
Tsanas 	conversan sobre lo que han aprendido durante el mes	ja oxe axekana jawekiboki yoyo ikanai
Tsanas 	hágales recordar el dibujo que han realizado preguntándoles de esta manera	jato shinamawe mesko yokabo axon neskaakin
Tsanas 	¿qué hogares visitamos?	¿tsoabaon xobonkoki noa meraibata?
Tsanas 	¿a qué otros lugares fuimos para conocer más cosas?	¿jaweranoboki noa kaibata mesko jawekibo onantikopi?
Tsanas 	canta con ellos diferentes canciones que han aprendido	mesko bewabo axekanaboribi jato bewakinwe
Tsanas 	luego entrégales la hoja de trabajo para que realice el trabajo que más les haya gustado	jainxon kirika pei tsekaxon menixon jawerato teeki jawen kenshama ika ja shinanxon ati
Tsanas 	dígale que dibuje y lo pinte	ribojanxon sikati yoiwe
Tsanas 	cuando termine que lo pegue para que explique el dibujo que han realizado	seneanxon taxnanxon jato yoimawe jaskara tee akana
Tsanas 	¿qué trabajo te ha gustado más?	¿jawerato teeki mia axeameran min kenshaman ika?
Tsanas 	nuestras plantas	non raobo
Tsanas 	conociendo diferentes enfermedades	mesko isinbo onanti
Tsanas 	dibujar en un papelote las diferentes enfermedades que existen y traerlos al aula	meskoti isinaibo ani kirikain ribojanxon axeti xobonko beti
Tsanas 	el profesor saca a los niños del aula y se para con ellos en el patio y realizan diferentes acciones	jeman pikokinxon jato bebon chankatai meskotibo ikanai
Tsanas 	agarrarse la cabeza como si le doliera	mapon chexai jisati mapo yatanya
Tsanas 	agarrarse la barriga como si tuviese dolor de barriga	poro ikai jisati poko yatanya
Tsanas 	cojear como si tuviera dolor en el pie	chanke iki tasketa jisati
Tsanas 	imitan las reacciones de esa manera	jaskati ikaibo mawakanai
Tsanas 	luego los niños deben explicar cómo reaccionas de diferentes formas cuando te enfermas	jainxon bakebaon yoikanti jake jawekeskati isiniki mia jaskatai ixon
Tsanas 	muestra los dibujos y haz diferentes preguntas	ribojobo oimaxon mesko yokabo akai
Tsanas 	¿qué cosas vemos en estos dibujos?	¿jaweboki nato ribojoiain min oinai?
Tsanas 	¿qué tipos de dolores tienen?	¿jawekeskati isiniboki ikanai?
Tsanas 	¿alguna vez te has enfermado así?	¿miaki jaskati isina iki?
Tsanas 	cuando te enfermas, ¿con qué te curan?	¿isinaitian jawen mia raonkanai?
Tsanas 	¿quién te cura?	¿tsonki mia raonai?
Tsanas 	¿sólo con las plantas te curas?	¿peibaonbichoki mia raometai?
Tsanas 	agrupa a los niños en dos y haz que dramaticen como si estuvieran curando a los enfermos	bakebo rabe tsama imaxon isinai raonai iki jato joni imawe
Tsanas 	a ver, diga cuántos tipos de enfermedades conoces, ¿con qué podrías curarte? viendo el dibujo con las diferentes enfermedades, identifica las enfermedades que tuviste, enciérralos en un círculo y explica cómo te has curado.	jawekeskati isintiboki min onana oinon yoita, ¿jawenmein mia raometiki? meskoti isinaibo ribojana oinxon mia jaskati isiman aka westiora torokan xepoxon yoiwe jaweskeskaakin mia raokanaki mia benxoa iki ixon
Tsanas 	contando las hojas del piñón colorado	pionis peibo toponti
Tsanas 	coordina con un anciano de la comunidad antes de llevar a los niños para que lo visiten	westiora yosi betan joi senenanwe bakebo merakin iwenoxon
Tsanas 	el anciano lleva a los niños para mostrarle sus diferentes plantas sembradas, les muestra y les hace tocar, les explica haciéndoles oler. luego les dice los nombres de esas plantas con raíces, con resina y con cáscaras. luego cuenta con los niños cuántas plantas han conocido.	yosin bakebo mesko rao banabo oinmakin iweai, rao banabo ikain, oimaxon jato memai, xetemaxonbo onamai, jainxon jawe jane raoborin yoiyai, taponya raobo iki, beponya itan xakayabo, jainxon bakebo toponkinwe jaweti raoki onankana ixon
Tsanas 	diles a los niños que lleven tres hojas al aula	bakebo yoiwe kimisha pei tsekaxon axetexobonko beti
Tsanas 	de regreso al aula, el profesor les hace contar las plantas que han traído	axetixobo meran iwexon axeamisnin ja pei beabo jato topomai
Tsanas 	saca a los niños del aula y agrúpalos en grupos de tres	bakebo jeman pikokinxon kimisha tsama imawe
Tsanas 	luego juega con ellos preguntando quién había traído tres hojas de piñón colorado	jainxon jato tsinikinwe tsonki kimisha pionis pei bea
Tsanas 	hojas de hierba luisa y hojas de sacha ajo	rimon ininti pei itan boains pei bea iki
Tsanas 	con un palo haz un círculo en el suelo	tawan ani toro mainko ribojanwe
Tsanas 	luego haz que pongan diferentes hojas que han traído y haz que comenten	jainxon mesko pei bekanabo jato bebon tsamanxon yoimawe
Tsanas 	¿cuál de los grupos ha cumplido con traer las tres hojas que he pedido?	¿jawerato tsamakanki kimisha pei seneanka ja yokatabo?
Tsanas 	todos miran	oinkanai
Tsanas 	las juntan y cuentan y dicen cuántas hay en total	tsamanxon toponxon yoikanai jati paketa
Tsanas 	haz preguntas a los niños	bakebo yokabo awe
Tsanas 	¿quién ha cumplido con juntar lo que he pedido para contarlo?	¿jawerato tsamakankin jati toponti yokata seneanka?
Tsanas 	¿cuántas plantas ustedes conocen?	¿jaweti non raoki maton onana?
Tsanas 	menciónenlas	janekanta
Tsanas 	entrégales a los niños el cuaderno de trabajo	jan teeti kirika pei tsekaxon bakebo meniwe
Tsanas 	léeles y diles cómo deben realizar el trabajo	jato yoyo axonwe jaskaakin tee atibo yoiwe
Tsanas 	cuenten cuántas hojas de piñón colorado hay	jaweti pionis peirin ixon toponti
Tsanas 	luego escribe el total en los tres cuadrados	jainxon jati topona paketa chitemeran kimisha wishawe
Tsanas 	¿qué hojas de plantas se parecen?	¿jawerato rao peiboki ja jisabires iki?
Tsanas 	canta con los niños	bakebo bewakinwe
Tsanas 	después de cantar	bewakina pekao
Tsanas 	hazles recordar la tarea que realizaron ayer	jato shinankinwe ja tee bakish aibakana
Tsanas 	luego muéstrales y entrégales diferentes semillas y piedras	jainxon mesko bimi berobo itan makanbo menixon oinmawe
Tsanas 	lo tocan	tii akanai
Tsanas 	lo raspan	rawishkanai
Tsanas 	luego hazles seleccionar los que se parecen, luego haz que expliquen por qué han seleccionado de esa manera.	japekao ja jisabiresbo jato katomawe, japakeo jato yoimawe, jawekopiki jaskaakin katokana
Tsanas 	mirando las hojas de plantas dibujadas, haz el trabajo.	rao peibo ribojana oinxon tee awe
Tsanas 	ahora arranca el dibujo, selecciona los que se parecen y pégalos en los cuadrados.	rama tsekawe ribojo ja jisabires peibo oinxon chitemeran taxnanwe
Tsanas 	finalmente, comentan sobre el trabajo realizado.	seneanxon jaskara tee akana yoikanai
Tsanas 	mirando las hojas de plantas dibujadas, haz el trabajo, ahora arranca el dibujo, selecciona los que se parecen y pégalos en los cuadrados.	rao peibo ribojana oinxon tee awe, rama tsekawe ribojo ja jisabires peibo oinxon chitemeran taxnanwe
Tsanas 	antes de coger las plantas hay que pedir permiso	rao bikin ibo yoiti
Tsanas 	coordina con una anciana de la comunidad para realizarle una visita	westiora yoxan betan yoyo iwe meranoxon
Tsanas 	la anciana lleva a los niños al lugar en donde está el piñón colorado y les explica cómo deben pedir permiso al dueño antes de coger las hojas o la resina	yoxaman bakebo pionis nia ikain iwexon yoiyai pionisnin pei iamax bepon bikin jaskaakin jawen ibo yokati
Tsanas 	en el aula hazles diferentes preguntas a los niños	axetixoboxon bakebo yokabo awe
Tsanas 	¿cómo sabes que las plantas tienen dueño?	¿jawekeskaaxonki min onana non rao iboyabo?
Tsanas 	¿quién te ha enseñado a conocer las plantas?	¿tson mia axearin ja non raobo?
Tsanas 	¿has aprendido del libro?	¿kirika meran mia axearin?
Tsanas 	¿qué otras plantas conoces?	¿jawe raoboribiki min onana?
Tsanas 	¿cómo se debe pedir antes de coger las plantas?	¿jawekeskaakin yokatirin rao bikin?
Tsanas 	pinta el dibujo del cuadro donde está la anciana tocando las plantas	yoxan jaskaakin pionis rao meenoxon yokatai ribojana sikawe
Tsanas 	luego di por qué se le debe pedir permiso al dueño antes de coger las plantas	jainxon yoiwe jawekopiki rao bikin jawen ibo yokati iki
Tsanas 	pinta el dibujo del cuadro donde está la anciana tocando las plantas	yoxaman pionis raomenoxon yokatai ribojana sikawe
Tsanas 	curación con hojas de piñón colorado	pionis pein raometi
Tsanas 	para realizar este trabajo trae dibujando en el cuaderno cómo se debe curar con el piñón colorado cuando nos duele la cabeza, conversa con los niños cómo se debe realizar el tratamiento también con otras plantas, mencionan las plantas que conocen, luego pregúntales las explicaciones que escucharon que dijo la anciana, nuestras plantas tienen dueño, ¿qué pasaría si no le pedimos permiso a su dueño?, comenta.	nato tee anonxon kirikanin ribojanxon bewe, jaskaati pionis pein raonmeti mapon chexa, yoyo iwe bakebo betan jaskaati raonmeti wetsa non raobaon, janekanai ja onankana raobo, jainxon yokawe yoxaman jato yoiya ninkaibata, non raobo iki iboya, ¿jaweki winoti iki non yokayamaketian jawen ibo?, yoiwe
Tsanas 	siéntate con ellos en el suelo	rama naman jato yakakinxon
Tsanas 	muéstrales el cuaderno de trabajo y diles cómo deben realizar la tarea	jan teeti kirikainoa pei tsekaxon jato oinmawe jaskaakin tee atibo yoiwe
Tsanas 	luego explícales de esta manera	japekao neskakin jato yokawe
Tsanas 	¿en qué casos debes curarte con la resina de piñón colorado?	¿jawekeskatimein mia pionis bepoman raometiki?
Tsanas 	¿con qué otras plantas te curas?	¿jawenribiki mia raometai?
Tsanas 	ordena los dibujos recortados y pégalos ordenadamente	ribojobo xateabo jakon akin joyonkin taxnanwe
Tsanas 	antes diles de esta manera	tenexon jato yoiwe neskaakin
Tsanas 	¿qué se hace primero antes de coger la resina de piñón colorado?	¿jawepariki atiki pionis bepon binoxon?
Tsanas 	¿cuál es la manera correcta para recoger la resina del piñón?	¿jawekeskaxonki pionis bepon biti iki?
Tsanas 	¿qué cura la resina del piñón colorado?	¿jaweki pionis beponma raonai?
Tsanas 	escucha lo que comentan los niños	bakebaon shinan yoiyai ninkawe
Tsanas 	luego prueba a los niños sacándoles uno por uno al frente, haz que lo hagan en orden	jainxon bakebo tanawe, westiora, westiorabo pikoxon, jakon akin joyonmawe
Tsanas 	hazles diferentes preguntas	mesko yokabo jato akai
Tsanas 	¿qué hemos aprendido?	¿jaweki noa axea?
Tsanas 	¿la planta del piñón es medicinal?	¿pioniski rao iki?
Tsanas 	¿qué otras plantas son medicinales para nuestra curación?	¿jawerato non raoboki noa jan raometaibo iki?
Tsanas 	¿con qué nos cura nuestra mama cuando nos enfermamos?	¿jawenki noa titan isinaitian raonai?
Tsanas 	¿el piñón colorado tiene dueño?	¿pioniski iboya iki?
Tsanas 	finalmente haz que los niños comenten el trabajo que han realizado	seneantiain jaskara tee akanabo bakebo yoimawe
Tsanas 	¿qué enfermedades nos curamos con la hoja del piñón colorado?	¿jawekeskati isiniki pionis pein noa raometai?
Tsanas 	¿con qué otras plantas más nos curamos?	¿jawenribiki noa raometai?
Tsanas 	recorta bien los dibujos y pégalos ordenadamente	ribojobo xatexon jakon akin joyonkin taxnanwe
Tsanas 	a nuestras plantas	non raoboki ika
Tsanas 	nuestras plantas tienen dueño	non raobo riki iboya
Tsanas 	dueño tienen nuestras plantas	iboya riki non raobo
Tsanas 	cuando le pedimos nos escuchan	non yokatara ninkatai
Tsanas 	cuando nos enfermamos nos cura	isinaitianra noa benxo akai
Tsanas 	nosotros los lindos niños cuando nos enfermamos nuestras plantas nos curan	noa tsiri bakebo isin isinaibo non raobo riki jakon
Tsanas 	cuidémoslas	koiranon ikanwe
Tsanas 	para que no se acaben	keyotimakopi
Tsanas 	poema a nuestras plantas	rabiti non raoboki ika
Tsanas 	escribe en un cuaderno un poema a nuestras plantas y tráelo al aula	kirikanin non raoki ika rabiti wishaxon axetixobonko bewe
Tsanas 	pega en la pared un papelote desdoblado con el poema escrito	rabiti ani kirikanin wisha ikaxbi katoa sapan ikainko taxnanwe
Tsanas 	¿qué cosa les he traído?	¿jawemein en mato bexonke?
Tsanas 	escucha lo que los niños dicen	bakebo yoyo ikanai ninkawe
Tsanas 	luego explícales a los niños la tarea que deben realizar	jainxon bakebo yoiwe ja tee akanai
Tsanas 	haz que los niños comenten	bakebo yoyo imawe
Tsanas 	escucha sus comentarios	jaton shinanbo ninkawe
Tsanas 	después léeles a los niños cómo deben realizar la tarea siguiendo las pautas	japekao bakebo yoyo axonwe ja chibankin tee ati yoiya
Tsanas 	luego léeles a los niños el poema	jaskaxon bakebo yoyo axonwe rabiti
Tsanas 	pero antes explícales de que se trata el poema	rekenpari jato yoyo axonwe jaweki ikarin ja rabiti
Tsanas 	(luego) lee tú solo primero el poema, después haz que los niños repitan lo que lees	jainxo minbichopari yoyo awe ja rabiti, japekao bakebo yoiwe min yoyo akai chibanti
Tsanas 	léeles varias veces	ichakin yoyo awe
Tsanas 	después de que el profesor te ayudó ahora aprende el poema	jainxon axeamisnin akinatonin rabiti axewe
Tsanas 	luego pruébales a ellos por grupos	japekao jatobicho tanamawe tsamabo axon
Tsanas 	finalmente pregúntales a los niños quiénes quieren salir a recitar el poema que aprendió	senentiain bakebo yokawe tsoaboki pikokasai rabiti axea yoi
Tsanas 	pregúntales a los niños qué han aprendido	bakebo yokawe jaweki axekana
Tsanas 	después de recitar el poema sobre las plantas pregúntales sobre lo aprendido	rabiti non raoboki ika axea pekao yoiwe jaki ika
Tsanas 	haz que escriban cómo se debe curar el dolor de cabeza con hojas de piñón colorado	mapon chexa pionis pein jaskati raometi wishati
Tsanas 	después de cantar explícales el trabajo que van a realizar	bewakina pekao jato yoiwe ja tee akanai
Tsanas 	siéntate con los niños en el suelo y muéstrales los materiales traídos para realizar la tarea	bakebo naman yakakinxon oimawe jan teeti beabo
Tsanas 	hojas de piñón	pionis peibo
Tsanas 	limón	rimon
Tsanas 	recipientes con agua	tasonman onpax aka
Tsanas 	luego pregúntales de esta manera	japekao yokawe neskaakin
Tsanas 	¿cómo vamos a preparar lo que hemos traído?	¿nato jawekibomein jaweatiki?
Tsanas 	¿pueden decirme lo que piensan?	¿matonki yoiti iki maton shinanbo?
Tsanas 	escucha	ninkawe
Tsanas 	después de agrupar en dos a los niños, entrégales los dibujos que has traído	japekao bakebo rabe tsama axon ja min ribojo beabo jato meniwe
Tsanas 	luego de ver, diles a los niños que ahora van a escribir ¿cómo nos curamos cuando nos duele la cabeza?, ¿me lo pueden decir? escucha sus opiniones.	oinkana pekao bakebo yoiwe ramara non wishai ¿mapon chexaki noa jawekeskati raonmetai?, ¿matonki yoiti iki? jaton shinanbo ninkawe.
Tsanas 	pégalo en el papelote	kirika anin taxnanwe
Tsanas 	di a los niños que su opinión yo les voy a escribir en el cuaderno	bakebo yoiwe maton ea yoiyaibora en mato wishaxonai kirikain
Tsanas 	maneras de curación	jaskati raonmetiki ika
Tsanas 	finalmente, léeles a los niños, después de escuchar la lectura, si han escrito mal, corrígelo con ellos.	seneanxon bakebo yoyo axonwe, ja yoyo axon ninkata jakomakin wisha iketian jakon awe jato betan
Tsanas 	finalmente también comentan el trabajo que han realizado	seneanxon yoikanai jaskara tee akana
Tsanas 	ahora arranca la hoja del cuaderno y entrégaselos a los niños, léeles el trabajo a realizar,  viendo los dibujos de esa forma, escribe en la parte de abajo cómo se debe curar cuando nos da dolor  de cabeza.	rama bakebo kirika pei tsekaxon meniwe, ja tee ati jato yoyo axonwe, ribojobo oinxon ja naman jaskati mapon chexa raonmeti wishawe
Tsanas 	viendo los dibujos de esa forma, escribe en la parte de abajo cómo se debe curar cuando nos da dolor  de cabeza.	ribojobo oinxon ja naman jaskati mapon chexa raonmeti wishawe
Tsanas 	materiales de aseo	jan chokitibo
Tsanas 	el profesor explica a los niños cómo deben realizar el trabajo	axeamisnin jaska axon bakebo betan tee atibo yoiya
Tsanas 	coordina con los niños, muéstrales los materiales y enséñales cómo deben lavarse las manos.	bakebo betan shinanbo awe jan mechokitibo oinmaxon jato onanmawe
Tsanas 	ahora pregúntale a los niños de esta manera	rama bakebo yokawe neskaakin
Tsanas 	¿quieren ustedes comer el plátano de seda?	¿matoki bawa paranta joshin kokokasai?
Tsanas 	¿antes de comer decimos servido?	¿jawekianoxki noa awe ikai?
