Wixarika_Corpora 	 Muchacha de cabello largo	Uka maka t+t+ 
Mexican_constitution 	Para la investigación, substanciación y sanción de las responsabilidades administrativas de los miembros del Poder Judicial de los Estados, se observará lo previsto en las Constituciones respectivas, sin perjuicio de las atribuciones de las entidades de fiscalización sobre el manejo, la custodia y aplicación de recursos públicos; 	Maiyá mitiwawiyaniki, mititixeiyarieniki metá katsitiku muyetuiyaniki xika Poder Judicial `etsitaru miemetsie ti`uximayatameya meteunanaimayu, katiniyutixeiyamiki wimarite mana mieme ke mutiyuane, mekawakunanaimawati tumini memixeiya memikumauwaniki, memi’iwiyaniki, metá kiekari tuminieya memi`uximayakaki. 
Mexican_constitution 	VI. Las relaciones de trabajo entre los estados y sus trabajadores, se regirán por las leyes que expidan las legislaturas de los estados con base en lo dispuesto por el Artículo 123 de la Constitución Política de los Estados Unidos Mexicanos y sus disposiciones reglamentarias; y 	VI. `Etsitarute metá `etsitarute te`uximayatamete meniyuxeiyakakuni, leitexi mirewatixaxatsitire `etsitaru miemetexi me`itiwewieyu tsutia mieme pai maineki `aritikuru 123 `iki wimari puritikatsie kepai mireuyukuxeiyani naiti Mekiku kiekarieya metá xekireteya kepai mutiyuane; metá 
Mexican_constitution 	VII. La Federación y los Estados, en los términos de ley, podrán convenir la asunción por parte de éstos del ejercicio de sus funciones, la ejecución y operación de obras y la prestación de servicios públicos, cuando el desarrollo económico y social lo haga necesario. 	VII. Mekiku kiekarieya metá `etsitarute, leitsie ke mitiyuxeiya pai, `iki memayukawima mekaniyiwaweni wa`uximayatsika maye`axeniki, memitsutiakaki metá wewiyate memite`uximayakaki ya parewiya kiekari memiyetuiriekaki, kepauka tuministsie ke memi`ane metá yukiekaritsie me`iwawani. 
Mexican_constitution 	Los Estados estarán facultados para celebrar esos convenios con sus Municipios, a efecto de que éstos asuman la prestación de los servicios o la atención de las funciones a las que se refiere el párrafo anterior. 	`Etsitarute makaniyiwawekuni `iki pai `ena mirayuxaxata munitsipiyute wahamatia memiteyuwima, `iki `etsitarute pita parewiya memiyetuakaki ya tini memite`uximayakaki tita miraxaxata hitia pai paxapu mieme. 
Mexican_constitution 	VIII. Las Constituciones de los Estados establecerán organismos autónomos, especializados, imparciales y colegiados, responsables de garantizar el derecho de acceso a la información y de protección de datos personales en posesión de los sujetos obligados, conforme a los principios y bases establecidos por el artículo 6o. de esta Constitución y la ley general que emita el Congreso de la Unión para establecer las bases, principios generales y procedimientos del ejercicio de este derecho. 	VIII. Wimarite `etsitaru miemetexi makeniti`uitiakuni parewiwame yetuayamete hawai mekatehawiyakame, yeme mana miemete, tinakemeki tinitsamete metá mana ´utaneeti, miki tsi menihiritiariekakuni nunuwame mikayunanaimakaki maiyá mayumaikaki metá tewi naime xapateya miki tsi xeikía menimaikakuni, kepai tsi tsutiana miemete memite´ikuxata ´aritikuru 6º ‘iki wimaritsie metá lei `emayepaime mirewatixaxatsitire wiwima me`itawewieyu miki naime `iki nunuwame tsutía miemete mana kaniyukuxatamiki yemeki kepai mitiyu`uximayaka. 
Mexican_constitution 	IX. Las Constituciones de los Estados garantizarán que las funciones de procuración de justicia se realicen con base en los principios de autonomía, eficiencia, imparcialidad, legalidad, objetividad, profesionalismo, responsabilidad y respeto a los derechos humanos. 	IX. Wimarite`etsitaru miemete matenaye`atiwakuni yemeki naiti `aixia miti`ane miyuxeiyaniki tixaititsie katiutaneekameki, tinakemeki, tinakemeki, leitexitsie, hahekiakameki, maiyatsie, metehaye`atiwati, metá tewi nunuwameya mekananaimati. 
Mexican_constitution 	Artículo 117. 	‘Aritikuru 117. 
Mexican_constitution 	Los Estados no pueden, en ningún caso: 	`Etsitarute mekapiyiwe, ni tima: 
Mexican_constitution 	I. Celebrar alianza, tratado o coalición con otro Estado ni con las Potencias extranjeras. 	I. Memiyuwima xeime `etsitaru matia ya xeime kiekari wapaiti mamanetika kwinie titirikaiyeti. 
Mexican_constitution 	II. Derogada. 	II. Kanakayeitiarieni. 
Mexican_constitution 	III. Acuñar moneda, emitir papel moneda, estampillas ni papel sellado. 	III. Tepia tumini memiwewieka, xapa tumini memiwewieka, ni xapate ti`utikaime tumini pai tiyukumauwanike. 
Mexican_constitution 	IV. Gravar el tránsito de personas o cosas que atraviesen su territorio. 	IV. Memitewauká mana teiteri metá piinite wakiekaritsie memuyekikaki. 
Mexican_constitution 	V. Prohibir ni gravar directa ni indirectamente la entrada a su territorio, ni la salida de él, a ninguna mercancía nacional o extranjera. 	V. Mikatipitiaka metá mitiwauká ni tima ya tewa kiekarieyatsie mitiye`axeni, miranuyekikani, tixaiti tituiyari Mekiku mieme ya wapaiti kiekari mamanetikatsie mieme. 
Mexican_constitution 	VI. Gravar la circulación ni el consumo de efectos nacionales o extranjeros, con impuestos o derechos cuya exención se efectúe por aduanas locales, requiera inspección o registro de bultos o exija documentación que acompañe la mercancía. 	VI. Mitiwauká kiekarieyatsie mitiuyekikaki Mekiku timieme ya kiekarite wapai mamanetikatsie timieme, `etsitaru tiwauti metá mitiu`uwaki, xika tsi mititixeiyarieni heuyeweka ya ke tipaimeme miti`iniatsieni ya xapa xika `utawawiyani miki tituiyari matia meutiniiká. 
Mexican_constitution 	VII. Expedir ni mantener en vigor leyes o disposiciones fiscales que importen diferencias de impues (sic DOF 05-02-1917) o requisitos por razón de la procedencia de mercancías nacionales o extranjeras, ya sea que esta diferencia se establezca respecto de la producción similar de la localidad, o ya entre producciones semejantes de distinta procedencia. 	VII. Mi wewieka ya miweiyani leitexi yiki pita ´aneneme tumini miyukuxexeiriwatsie (sic DOF 05-02-1917) ya xapate miki piinite ke miranexia mieme ´ena Mekiku ya kiekari wapaiti mamanetikatsie, ´iki ya xeikía kati´anekaku piinite yaxeikía miemetexiki, ya tini miki yaxeikía piinite xeikía yiki pita ranexiayu. 
Mexican_constitution 	VIII. Contraer directa o indirectamente obligaciones o empréstitos con gobiernos de otras naciones, con sociedades o particulares extranjeros, o cuando deban pagarse en moneda extranjera o fuera del territorio nacional. 	VIII. Memenupiini yuhetsie mieme ya yatewa mieme ´atiarikate ya tiyutuiyari ´itsikate wahamatia wapaiti miemetexi, ya ´uximayatsikatsie wimarite ya hipame teiteri wahamatia, ya kepauka tummini wapai miemeki mirayukatuiyani ya kepauka wapaiti mireyutuiyani. 
Mexican_constitution 	Los Estados y los Municipios no podrán contraer obligaciones o empréstitos sino cuando se destinen a inversiones públicas productivas y a su refinanciamiento o reestructura, mismas que deberán realizarse bajo las mejores condiciones del mercado, inclusive los que contraigan organismos descentralizados, empresas públicas y fideicomisos y, en el caso de los Estados, adicionalmente para otorgar garantías respecto al endeudamiento de los Municipios. 	´Etsitarute metá munitsipiyute memenupiini `atiarikate ya tiyutuiyari mekapiyiwe xeikía kepauka tumini kiekaritsie mieme mana mikayunitiarieni memite`uximayakaki ya tawari mi`iitiarieniki ya `aixia mitiyuxeiyaniki, miki tsi tiniyianemiki yemeki `aixia ti`anemetsie tiuyeneekameki, yemeki matsi ke`ane memenupineni wimarite yu`uximayatsikatsie ya xeikía mekaku`uuti, ‘epiretsate kiekarite piiniteya metá xapa tumini metá, `etsitarute wahetsie mieme, memiyetuayani xapa kename yeme `aku munitsipiyute memitehapiine metehayukatuani. 
Mexican_constitution 	Lo anterior, conforme a las bases que establezcan las legislaturas en la ley correspondiente, en el marco de lo previsto en esta Constitución, y por los conceptos y hasta por los montos que las mismas aprueben. 	Miraxaxatsiwa, tsutía miemete me`eniekameki memutiwewi mirewatixaxatsitiretsie mana lei miemetsie, metá `iki wimaritsie ke mitiutaine, metá kepai yemeki memite`ikuxata metá ketipaimeme miki meminaki`erie. 
Mexican_constitution 	Los ejecutivos informarán de su ejercicio al rendir la cuenta pública. 	`Itsikate ya meniutiyuanekuni miki xika yuta`uximayata kepauka kiekaritsie yu`uximayatsika memiyetuani. 
Mexican_constitution 	En ningún caso podrán destinar empréstitos para cubrir gasto corriente. 	Ni xeimetsie xeime niirika memeuyehatiani tumini ya miyutixixitiwatsie wa`uximayatsikatsie kapiyiwe. 
Mexican_constitution 	Las legislaturas locales, por el voto de las dos terceras partes de sus miembros presentes, deberán autorizar los montos máximos para, en las mejores condiciones del mercado, contratar dichos empréstitos y obligaciones, previo análisis de su destino, capacidad de pago y, en su caso, el otorgamiento de garantía o el establecimiento de la fuente de pago. 	Mirewatixaxatsitire `etsitaru miemetexi, yuwaiká wawututsie kehate muwa memite`uximaya keyupaimeti memeyeteeni, miki mekanitanaki`eriekuni yeme kepapaimeme, metá yemeki tuminitsie `aixia ti`anekaku, miki niirika memenupiini metá kepai memitehayukatuani, naime tsi metetixeiyaxiame miki tumini ke mireuyune, xika rayukatuariweni metá mikitsie, tixaiti xapa raye`ati mitiyuyetuani ya kepai mirayukatuiyani mahekiare. 
Mexican_constitution 	Sin perjuicio de lo anterior, los Estados y Municipios podrán contratar obligaciones para cubrir sus necesidades de corto plazo, sin rebasar los límites máximos y condiciones que establezca la ley general que expida el Congreso de la Unión. 	Katiyukunanaimawati `ena xiké miraxaxatsiwa, `etsitarute metá munitsipiyute memiyutaniini makeniyiwaweni mana xeiyá mireuyewetsé miemeki, mekahanutikikati kepaimeme xeikía metá kepai ti`anekaku mitipitia lei miki naimetsie mieme Congreso de la Unión me`itawewieyu. 
Mexican_constitution 	Las obligaciones a corto plazo, deberán liquidarse a más tardar tres meses antes del término del periodo de gobierno correspondiente y no podrán contratarse nuevas obligaciones durante esos últimos tres meses. 	`Atiarikate memitehapiine xeimieme, miki katinayuka tuiyamiki haika metseri meripaiti miki `itsikame ke mireutetere mipatsie nikahaye`awekaku metá tawari miyuwiya hehekwame niirixa `atiarikateya `ana ri kapiyiwe miki haika metseri mana`utsie. 
Mexican_constitution 	IX. Gravar la producción, el acopio o la venta del tabaco en rama, en forma distinta o con cuotas mayores de las que el Congreso de la Unión autorice. 	IX. Mitiwauka wewiyatsie, miyukuxexeiriwa metá ye’atiarieti miyutuaki, yiki pita ya waiká tiwauti Congreso de la Unión kepai mutanaki`eri heimá. 
Mexican_constitution 	El Congreso de la Unión y las Legislaturas de los Estados dictarán, desde luego, leyes encaminadas a combatir el alcoholismo. 	Congreso de la Unión metá mirewatixaxatsitire `etsitarute miemetexi menikuxatakuni, leitexi tawaiya yaki miti`aneniki. 
Mexican_constitution 	Artículo 118. 	‘Aritikuru 118. 
Mexican_constitution 	Tampoco pueden, sin consentimiento del Congreso de la Unión: 	Tsiere mekapiyiwawe, Congreso de la Unión ya kara`eriwakaku: 
Mexican_constitution 	I. Establecer derechos de tonelaje, ni otro alguno de puertos, ni imponer contribuciones o derechos sobre importaciones o exportaciones. 	I. Mitiwewieni keraheteme mitiheitserie, metá tixaiti pai ti`aneme kanuwate miye`axetsie, ni tima katiwauti tirikaiyemeki ya heitseriekate yetuati miti`atiariwatsie ya miretiwatsie. 
Mexican_constitution 	II. Tener, en ningún tiempo, tropa permanente ni buques de guerra. 	II. Kapiwarexeiyani, ni tima tukaritetsie, kuyaxi yemeki naime tukariki metá makinate kuyaxa timiemete. 
Mexican_constitution 	III. Hacer la guerra por sí a alguna potencia extranjera, exceptuándose los casos de invasión y de peligro tan inminente, que no admita demora. 	III. Mieriká matinetiani yuxaitá xeime kiekari wapaiti mieme matia, xeikía kaniyiweni kepauka yemeki mitikwinimiemetini metá heimana mitiuyehunitsie yemeki mitiukwaniweni katiyiweti. 
Mexican_constitution 	En estos casos darán cuenta inmediata al Presidente de la República. 	`Ipai ti`anekaku yapauka `itsikame Mekiku makawe katinitaxatiariemiki. 
Mexican_constitution 	Artículo 119. 	‘Aritikuru 119. 
Mexican_constitution 	Los Poderes de la Unión tienen el deber de proteger a los Estados contra toda invasión o violencia exterior. 	Poderes de la Unión miki kaniwa`uximayatsikatini `etsitarute memiwa`iwiyani naime kwiya ya nanaimarika wapaiti maneika. 
Mexican_constitution 	En cada caso de sublevación o trastorno interior, les prestarán igual protección, siempre que sean excitados por la Legislatura del Estado o por su Ejecutivo, si aquélla no estuviere reunida. 	Xika ta mana `etsitarute ta tiyukwineni, yaxeikía tsiere mekaniwa`iwiyakakuni, xika tsi miki mirewatixaxatsitire tiyukatsutiani ya `itsikameyaki, xika miki mekaheyuxeirieka. 
Mexican_constitution 	Las entidades federativas están obligadas a entregar sin demora a los imputados o sentenciados, así como a practicar el aseguramiento y entrega de objetos, instrumentos o productos del delito, atendiendo a la autoridad de cualquier otra que los requiera. 	`Etsitarute mekanitirikariyarieka kehate waheimá mirakamemiwa yetuaniki, tsiere mekateniti`utakuni, metá makateniyetuakuni, piinite metá memiteunanaima kimana, meu`enieti tsepá ke`ane xewiti `itsikame me`iwawani. 
Mexican_constitution 	Estas diligencias se practicarán, con intervención de los respectivos órganos de procuración de justicia, en los términos de los convenios de colaboración que, al efecto, celebren las entidades federativas. 	`Iki nitsixate kaniyuta`uximayatamiki, parewiya yetuayamete `aixia miti`anenikitsie mehanuyehaxiayu, kepai tsi mutiyuane wimarite parewiyatsie timieme, mikitsie me`itiwewieyu `etsitarute. 
Mexican_constitution 	Para los mismos fines, las autoridades locales podrán celebrar convenios de colaboración con la Fiscalía General de la República. 	Mikitsie timieme, `itsikate `etsitarute miemetexi memiyuwima meyuparewikuti Fiscalía General de la Republica mekaniyiwaweni. 
