Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	LEE NDI'IN LO'O NE' SE'EN LYI'YA LOO CHIJYA' 
Mexican_constitution 	f) Expedir las disposiciones que garanticen en el Distrito Federal elecciones libres y auténticas, mediante sufragio universal, libre, secreto y directo; sujetándose a las bases que establezca el Estatuto de Gobierno, las cuales cumplirán los principios y reglas establecidos en los incisos b) al o) de la fracción IV del artículo 116 de esta Constitución, para lo cual las referencias que los incisos j) al m) hacen a gobernador, diputados locales y ayuntamientos se asumirán, respectivamente, para Jefe de Gobierno, diputados a la Asamblea Legislativa y Jefes Delegacionales; 	f) Ntsu'hui cha' tyi'in tyaa ne' scasca lee nu cu'ni cha' si'yana tsu'hue ti ca sca lisiun se'en lyi'ya loo Distrito 'in quichen Chijya' a cunta a tucui chcui ndijin, ca na ña'an nchca na nchgaa se'en, libre 'in nten culo ton ne' tucui nu nchca ti ne', una ca ja'an ne' ña'an ndi'in cha' 'in Estado can', ticui' cuaña'an loo nchgaa cha' nu ndi'in tyaa letra b) hasta ndiyaa o) 'in yu'hue IV, 'in lee nu nguinu scua 'in quichen Chijya' cui' cuiya' 115, ticui' cuaña'an lo'o cha' nu nchcui' letra j) hasta ndiyaa m) tso' cha' 'in ne' nchca Gubiernu, Diputado loca, a cunta lo'o ne' nchca bsya 'in na'an tñan municipio, ticui' cuaña'an ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' lo'o ne' nchca Diputado 'in na ticui' cuaña'an lo'o scasca la ne' lyi'ya tñan; 
Mexican_constitution 	g) Legislar en materia de Administración Pública local, su régimen interno y de procedimientos administrativos; 	g) Tyi'in tyaa ne' scasca lee ña'an cu'ya sca tucui cunta sca quichen suhue ti, ña'an ntsu'hui cha' tyi'in can' a cunta ñi lyijyi cha' ntsu'hui cha' cu'ni; 
Mexican_constitution 	h) Legislar en las materias civil y penal; normar el organismo protector de los derechos humanos, participación ciudadana, defensoría de oficio, notariado y registro público de la propiedad y de comercio; 	h) Tyi'in tyaa ne' scasca lee tso' cha' 'in cha' qui'ya, ña'an ntsu'hui cha' xñi ne' cunta cha' nu nga'an cha' qui'ni ca'an 'in ne' Chijya', a cunta ña'an ntsu'hui cha' cha'an scua scasca quityi cha' cuiya' 'in nchgaa loo tñan jyinsia; 
Mexican_constitution 	i) Normar la protección civil; justicia cívica sobre faltas de policía y buen gobierno; los servicios de seguridad prestados por empresas privadas; la prevención y la readaptación social; la salud y asistencia social; y la previsión social; 	i) Tyi'in tyaa ne' cha' ña'an ntsu'hui cha' tyi'in nten, lo'o sca cha' nu ñi, lo'o nchgaa cha' a se'en ña'an cu'ni ne' nchca policia; lo'o nchgaa ne' nu ntsu'hui cunta nu ngui'ni tñan 'in sca empresa, ña'an ntsu'hui cha' xñi nchgaa nten cunta 'in ne' si'yana a xñi quicha ne'; 
Mexican_constitution 	j) Legislar en materia de planeación del desarrollo; en desarrollo urbano, particularmente en uso del suelo; preservación del medio ambiente y protección ecológica; vivienda; construcciones y edificaciones; vías públicas, tránsito y estacionamientos; adquisiciones y obra pública; y sobre explotación, uso y aprovechamiento de los bienes del patrimonio del Distrito Federal; 	j) Tyi'in tyaa ne' scasca lee ña'an ntsu'hui cha' tyi'o se'en ndi'in ne' nde loo, ña'an ntsu'hui cha' xñi ne' cunta loo yuu se'en ndi'in ne', nchgaa yca lo'o n'ni nu ndi'in loo yuu can, a cunta lo'o na'an lo'o ña'an ntñan ne' nchgaa loo na'an, se'en nxna carro, a cunta lo'o se'en nchcan' sti carro, nchgaa tñan tnu, lo'o nchgaa tñan nu n'ni ne' xa lo'o nan ndi'in 'in Distrito 'in quichen Chijya' ndyijyi tñan n'ni 'in ne'; 
Mexican_constitution 	k) Regular la prestación y la concesión de los servicios públicos; legislar sobre los servicios de transporte urbano, de limpia, turismo y servicios de alojamiento, mercados, rastros y abasto, y cementerios; 	k) Cu'ni cunta ne' ña'an ndyijyi cha' cuiya' 'in ne' nu ndi'in carro 'in, a cunta tyi'in tyaa ne' scasca lee tso' cha' 'in carro nu nxnan loo quichen, nu ndeen 'in ne' mdo'o xca quichen, a cunta lo'o carro nu ndeen nchgaa loo nan; 
Mexican_constitution 	l) Expedir normas sobre fomento económico y protección al empleo; desarrollo agropecuario; establecimientos mercantiles; protección de animales; espectáculos públicos; fomento cultural cívico y deportivo; y función social educativa en los términos de la fracción VIII, del artículo 3o. de esta Constitución; 	l) Tyi'in tyaa ne' scasca lee tso' cha' 'in ña'an ntsu'hui cha' scuen tñi, lo' ña'an chu'hui ne' cunta tñin 'in ne', a cunta ña'an ntsu'hui cha' tyi'o ne' nde loo lo'o tñan nu n'ni co'o ne' bta lo'o tñan ni' quixin', ña'an chu'hui ne' cunta 'in n'ni, nchgaa nan nu ñan 'ya nchgaa nten, scasca loo cha' cuijyia' lo'o cha' cua' ntsu'hui 'in nten a cunta lo'o tso' cha' 'in cha' xcula tsaña'an cha' nu ndi'in tyaa yu'hue VIII 'in lee cuiya' 3 nu nguinu scua 'in quichen Chijya; 
Mexican_constitution 	m) Expedir la Ley Orgánica de los tribunales encargados de la función judicial del fuero común en el Distrito Federal; 	m) Tyi'in tyaa ne' scasca lee nu tsa tyijyin ti cha' 'in tso' cha' 'in ne' nchca Bse nu lyi'ya cunta cu'ni xñan bsya tso' cha' 'in qui'yase'en lyi'ya loo Distrito 'in quichen Chijya'; 
Mexican_constitution 	n) Expedir la Ley Orgánica del Tribunal de Justicia Administrativa; 	n) Tyi'in tyaa ne' lee nu tsa tyijyin ti cha' 'in tso' cha' 'in ne' lyi'ya cunta cu'ni xñan bsya tso' cha' 'in cunta; 
Mexican_constitution 	ñ) Legislar en materia del derecho de acceso a la información y protección de datos personales en posesión de los sujetos obligados del Distrito Federal, así como en materia de organización y administración de archivos, de conformidad con las leyes generales que expida el Congreso de la Unión, para establecer las bases, principios generales y procedimientos del ejercicio de este derecho. 	ñ) Tyi'in tyaa ne' scasca lee tso' cha' 'in scasca quityi ta'a 'in nten nu ndi'in se'en lyi'ya loo Distrito 'in quichen Chijya, cui' quityi nu ntsu'hui tuyaa' ne' lyi'ya tñan a cunta cui' lee can' tyi'in tyaa na cha', ña'an ntsu'hui cha' chu'hui se'en quityi can' cui' tsaña'an cha' nu nchcui' lee nu ngua'an scua ne' nchca Diputado lo'o ta 'in ne' nchca Senador can' cha' ntsu'hui cha' chcui ncha'an lee nu nchcui' na re. 
Mexican_constitution 	El Distrito Federal contará con un organismo autónomo, imparcial y colegiado responsable de garantizar el derecho de acceso a la información y de protección de datos personales en posesión de los sujetos obligados, contará con personalidad jurídica y patrimonio propio, así como plena autonomía técnica, de gestión, y capacidad para decidir sobre el ejercicio de su presupuesto y su organización interna; 	Distrito 'in quichen Chijya' ntsu'hui cha' tyi'in sca ta nten 'in na nu jlyo tsu'hue ti' n'ni tñan nu su'hua loo 'in nchgaa tucui, ne' nu ñi ndi'in cha' 'in, a cunta ne' nu m'ni cha'an si'yana can' ne' ntsu'hui cha' chu'hui cunta nchgaa quityi ta'a 'in ne', ticui' cuaña'an ntsu'hui cha' ca ne' nu jlyo tsu'hue ti' n'ni tñan a cunta jlyo tsu'hue ti' ne' tyi'in tyaa ne' cha' 'in ne' ña'an ntsu'hui cha' tyi'in ne'; 
Mexican_constitution 	o) Presentar iniciativas de leyes o decretos en materias relativas al Distrito Federal, ante el Congreso de la Unión; 	o) Chcui' ne' cha' 'in scasca lee nu nchca ti' ne' quiaa' scua tso' cha' 'in nde'en la cha', tloo ta 'in ne' nchca Diputado lo'o ta 'in ne' Senador; 
Mexican_constitution 	p) Para establecer en ley los términos y requisitos para que los ciudadanos del Distrito Federal ejerzan el derecho de iniciativa ante la propia Asamblea; y 	p) Tyi'in tyaa ne' scasca cha' nu ntsu'hui cha' ca ja'an nten ndi'in se'en lyi'ya loo Distrito 'in quichen Chijya' xa nu jñan ne' nchgaa cha' nu nga'an cha' qui'ni ca'an 'in ne' tloo ne' nchca Diputado nu lyi'ya tñan se'en can', a cunta 
Mexican_constitution 	q) Las demás que se le confieran expresamente en esta Constitución. 	q) Lo'o nchgaa la ña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya'. 
Mexican_constitution 	BASE SEGUNDA.- Respecto al Jefe de Gobierno del Distrito Federal: 	BASE NU CUA' NCHCA TUCUA. - Tso' cha' 'in ne' nchca Gubiernu 'in Distrito 'in quichen Chijya': 
Mexican_constitution 	I. Ejercerá su encargo, que durará seis años, a partir del día 5 de diciembre del año de la elección, la cual se llevará a cabo conforme a lo que establezca la legislación electoral. 	I. Tsa ca'yu ne' ntsu'hui cha' cu'ya ne' tñan lo' ti cua' ca'yu lo'o coo' Diciembre tyisnan ne' a cunta tyi'o ton ne' ña'an nu ndi'in tyaa lee ndyi'o ton scasca la ne' lyi'ya tñan. 
Mexican_constitution 	Para ser Jefe de Gobierno del Distrito Federal deberán reunirse los requisitos que establezca el Estatuto de Gobierno, entre los que deberán estar: ser ciudadano mexicano por nacimiento en pleno goce de sus derechos con una residencia efectiva de tres años inmediatamente anteriores al día de la elección si es originario del Distrito Federal o de cinco años ininterrumpidos para los nacidos en otra entidad; tener cuando menos treinta años cumplidos al día de la elección, y no haber desempeñado anteriormente el cargo de Jefe de Gobierno del Distrito Federal con cualquier carácter. 	Ne' nu nchca ti ca Gubiernu 'in Distrito 'in quichen Chijya' ntsu'hui cha' ca ja'an ne' nchgaa cha' nu ndi'in tyaa lee lo'o cha' can' ña'an nchca ti: 'ni cha' sca ne' nu ncua tyi se'en lyi'ya loo Chijya' lo' a sca la cha' nducui ncha'an 'in ne', a cunta cua' ntsu'hui snan yjan ndi'in ne' se'en lyi'ya loo Chijya' uta tyii ca snan yjan tsaan nu ntsu'hui cha' ca lisiun can' 'in ne', ticui' cuaña'an sca ne' ngula se'en lyi'ya loo Distrito 'in quichen Chijya' ntsu'hui cha' ca ne', sca ne' nu cua' ntsu'hui cla tyii yjan lca ne', uta sten ne' cla tyii tsaan nu ca lisiun can', ticui' cuaña'an 'ni cha' sca ne' nu a cha' siya' ca Gubiernu ca ne'. 
Mexican_constitution 	La residencia no se interrumpe por el desempeño de cargos públicos de la Federación en otro ámbito territorial. 	Cha' nde'en la tñan lyi'ya sca tucui lo' si'ya tñan can' tyi'o ne'tsaa ne' xca quichen tnu si'i si'ya cha' can' a tyijyin cunta 'in ne' ta 'a ndi'in 'a ne' se'en lyi'ya loo Chijya' 
Mexican_constitution 	Para el caso de remoción del Jefe de Gobierno del Distrito Federal, el Senado nombrará, a propuesta del Presidente de la República, un sustituto que concluya el mandato. 	Cha' nde'en la ña'an cha'an sca ne' nchca Gubiernu 'in Distrito 'in quichen Chijya ta 'in ne' nchca Seandor ntsu'hui cha' tyi'in tyaa ne' sca tucui tloo ne' nchca Bsya Chijya' cui' nu nchca ti' ne' cu'ya tñan can'. 
Mexican_constitution 	En caso de falta temporal, quedará encargado del despacho el servidor público que disponga el Estatuto de Gobierno. 	Lo' cha' xi'i ti cuilyijyi ne', lee ndi'in lo'o ne' tyi'in tyaa sca ta'a lyi'ya ne' tñan quinu ton tñan loo ne'. 
Mexican_constitution 	En caso de falta absoluta, por renuncia o cualquier otra causa, la Asamblea Legislativa designará a un sustituto que termine el encargo. 	Lo' cha' tyi'o ne' loo tñan can' siya' ti si'ya cha' nchca ti ne', ta si'ya nde'en la cha', ta 'in ne' nchca Diputado nu lyi'ya tñan se'en can' culo ton 'in sca ne' cu'ni tyii yjan 'in ne'. 
Mexican_constitution 	La renuncia del Jefe de Gobierno del Distrito Federal sólo podrá aceptarse por causas graves. 	Nu tyi'o sca ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' 'ni cha' la si'ya sca cha' cua' tlyu tsato'o 'in ne'. 
Mexican_constitution 	Las licencias al cargo se regularán en el propio Estatuto. 	Lo' cha' jñan ne' cha' cuiya' 'ni cha' ña'an cha' nu nchcui' lee 'in ne' cu'ni ne' 'in na. 
Mexican_constitution 	II. El Jefe de Gobierno del Distrito Federal tendrá las facultades y obligaciones siguientes: 	II. Nde nguinu scua cha' cuiya' lo'o cha' nu ntsu'hui cha' ca ja'an sca ne' nchca Gubiernu 'in Distrito 'in Distrito 'in quichen Chijya': 
Mexican_constitution 	a) Cumplir y ejecutar las leyes relativas al Distrito Federal que expida el Congreso de la Unión, en la esfera de competencia del órgano ejecutivo a su cargo o de sus dependencias; 	a) Ntsu'hui cha' ca ja'an ne' nchgaa lee nu tyi'in tyaa ta 'in ne' nchca Diputado lo'o ta 'in ne' Senador, cui' lee nu qui'ni ca'an 'in ne' cu'ni ne' uta ta'a lyi'ya ne' tñan; 
Mexican_constitution 	b) Promulgar, publicar y ejecutar las leyes que expida la Asamblea Legislativa, proveyendo en la esfera administrativa a su exacta observancia, mediante la expedición de reglamentos, decretos y acuerdos. Asimismo, podrá hacer observaciones a las leyes que la Asamblea Legislativa le envíe para su promulgación, en un plazo no mayor de diez días hábiles. 	b) Cu'ni cueen ne' a cunta ca ja'an ne' scasca lee nu tyi'in tyaa ta 'in ne' nchca Diputado nu lyi'ya tñan Distrito 'in quichen Chijya' tso' cha' 'in cunta nu lyi'ya ne' ticui' ne', cuaña'an ntsu'hui cha' cuiya' 'in ne' cu'ni quii ne' lee nu tyi'in tyaa ne' nchca Diputado can' 'in ne' si'yana ntsu'hui cha' cu'ni cueen ne' 'in na tsani' tsa tii tsaan nu n'ni ne' tñan, cha' cua' ncua ñi cha' can' lo' ndyijyin tsa tu'hue ne' nchca Diputado nguinu tsu'hue tiquee ne' lo'o cha' can', ne' nchca Gubiernu 'in Distrito 'in quichen Chijya' ntsu'hui cha' cu'ni cueen ne' 'i lee can'; 
Mexican_constitution 	c) Presentar iniciativas de leyes o decretos ante la Asamblea Legislativa; 	c) Ntsu'hui cha' chcui' ne' cha' 'in scasca lee nu nchca ti' ne' quinu scua tloo ne' nchca Diputado nu lyi'ya tñan Distrito 'in quichen Chijya'; 
Mexican_constitution 	d) Nombrar y remover libremente a los servidores públicos dependientes del órgano ejecutivo local, cuya designación o destitución no estén previstas de manera distinta por esta Constitución o las leyes correspondientes; 	d) Culo ton ne' uta xitsa'an ne' 'in nchgaa ne' lyi'ya sca tñan 'in quichen, cui' nchgaa ne' nu a nchcui' lee nu nguinu 'in quichen Chijya' cha' 'in uta scasca la lee. 
Mexican_constitution 	e) Ejercer las funciones de dirección de los servicios de seguridad pública de conformidad con el Estatuto de Gobierno; y 	e) Ntsu'hui cha' cu'ni ne' uta chcui' ne' ña'an ntsu'hui cha' caja nu cu'ni cunta 'in nchgaa se'en tsaña'an nchcui' lee nu nducua lo'o ne'; a cunta 
Mexican_constitution 	f) Las demás que le confiera esta Constitución, el Estatuto de Gobierno y las leyes. 	f) Lo'o nchgaa la ña'an cha' nu ndi'in tyaa lee nu nguinu scua 'in quichen Chijya', lo'o lee nu nducua lo'o ne'. 
Mexican_constitution 	BASE TERCERA.- Respecto a la organización de la Administración Pública local en el Distrito Federal: 	BASE NU CUA' NCHCA SNAN. - Tso' ña'an nu ntsu'hui cha' cu'ya ne' tñan se'en lyi'ya loo Distrito 'in quichen Chijya': 
Mexican_constitution 	I. Determinará los lineamientos generales para la distribución de atribuciones entre los órganos centrales, desconcentrados y descentralizados; 	I. Ntsu'hui cha' tyi'in tyaa ne' cha' ña'an ntsu'hui cha' taa ne' uta ña'an chcuan sca ta ne' lyi'ya tñan cunta cha' nu ntsu'hui cha' qui'ni ca'an 'in ne'; 
Mexican_constitution 	II. Establecerá los órganos político-administrativos en cada una de las demarcaciones territoriales en que se divida el Distrito Federal. 	II. Ntsu'hui cha' tyi'in tyaa ne' sca ta nten nu cu'ya cunta nchgaa se'en quichen se'en ndlo ne' tñan cui' se'en lyi'ya loo Distrito 'in quichen Chijya'. 
Mexican_constitution 	Asimismo fijará los criterios para efectuar la división territorial del Distrito Federal, la competencia de los órganos político-administrativos correspondientes, la forma de integrarlos, su funcionamiento, así como las relaciones de dichos órganos con el Jefe de Gobierno del Distrito Federal. 	Ticui' cuaña'an ntsu'hui cha' tyi'in tyaa ne' scasca ña'an nu ntsu'hui cha' tyu'hue yuu se'en ndlo Distrito 'in quichen Chijya' tñan, nchgaa cha' nu ntsu'hui cha' cu'ni ne' lyi'ya tñan 'in na, a cunta ña'an ntsu'hui cha' tyi'in ne', lo' ña'an cu'ni ne' tñan tsa tlyu lo'o ne' nchca Gubiernu 'in Distrito 'in quichen Chijya'. 
Mexican_constitution 	Los titulares de los órganos político-administrativos de las demarcaciones territoriales serán elegidos en forma universal, libre, secreta y directa, según lo determine la ley. 	Ña'an nu ndyi'o ton nchgaa la ña'an ne' lyi'ya tñan lo' libre 'in nten culo ton 'in ne' cunta tsaña'an cha' nu ndi'in tyaa lee, cuaña'an ntsu'hui cha' tyi'o ton ne' cu'ya tñan se'en lyi'ya loo Distrito 'in quichen Chijya'. 
Mexican_constitution 	BASE CUARTA.- Respecto al Tribunal Superior de Justicia y los demás órganos judiciales del fuero común: 	BASE NU CUA' NCHCA JACUA.- Tso' cha' 'in ne' nchca Bse nu cuaan la nsuca cha' 'in nu n'ni xñan bsya lo'o scasca la ne' n'ni cuiya' qui'ya. 
Mexican_constitution 	I. Para ser magistrado del Tribunal Superior se deberán reunir los mismos requisitos que esta Constitución exige para los ministros de la Suprema Corte de Justicia; se requerirá, además, haberse distinguido en el ejercicio profesional o en el ramo judicial, preferentemente en el Distrito Federal. El Tribunal Superior de Justicia se integrará con el número de magistrados que señale la ley orgánica respectiva. 	I. Nchgaa nu nchca ti ca sca bse se'en lyi'ya loo Distrito 'in quichen Chijya' ntsu'hui cha' ca ja'an nchgaa cha' nu jñan cunta ne' 'in sca ne' bse nu cuaan la nscua cha' 'in 'in na, a cunta 'ni cha' ca ne' nu cua' ndyu'hui lyoo nten 'in lo'o cha' 'in tñan nu cu'ni ne', una lyee la ti se'en lca Distrito 'in quichen Chijya', Lee tyi'in tyaa na tsala lca ne' cu'ni ne' tñan. 
Mexican_constitution 	Para cubrir las vacantes de magistrados del Tribunal Superior de Justicia, el Jefe de Gobierno del Distrito Federal someterá la propuesta respectiva a la decisión de la Asamblea Legislativa. 	Cha' nde'en la ña'an a cha' tucui cu'ni tñan nu ca sca bse nu cu'ni xñan bsya se'en lyi'ya loo Distrito 'in quichen Chijya, ne' nchca Gubiernu se'en can', ntsu'hui cha' xñi ne' nii nchgaa ne' nu nchca ti cu'ni 'in na lo' tsalo'o ne' 'in na 'in ta 'in ne' nchca Diputado. 
Mexican_constitution 	Los Magistrados ejercerán el cargo durante seis años y podrán ser ratificados por la Asamblea; y si lo fuesen, sólo podrán ser privados de sus puestos en los términos del Título Cuarto de esta Constitución. 	Tsa scua yjan ntsu'hui cha' cu'ya ne' bse can' tñan, lo' tca ti' culoo ton ne' nchca Diputado can' 'in ne', lo' cha' cuaña'an tsato'o una si'i 'a ne' chcua loo ne' lo'o tñan can' tsaña'an nu nchcui' titulo nu cua' nchca jacua 'in lee nu nguinu scua 'in quichen Chijya'. 
