Bolivian_constitution 	CONSTITUCIÓN POLÍTICA DEL ESTADO 	ESTADOQ KURAQ KAMACHIYNIN 
Flores 	El proyecto de ley dispone que los videojuegos violentos que se vendan en el estado de California deben etiquetarse con una calcomanía con la leyenda «18» y penaliza su venta a menores de edad con una multa de $1000 por incumplimiento.	Hatun kamachikuy kananpaq ruwasqankus mañakun millay video pukllaykuna rantinkunankupaq Californiapi sutichasqa kananku calcomanía “18” nisqanwan, warmakunaman rantikuynin $1000 dolarwanmi punyasqa kananpaq.
Flores 	El director de la Procuraduría General, Kier Starmer QC, hizo una declaración esta mañana informando que Huhne y Pryce sería llevado a juicio.	llaqta fiscalia kamachiq, Kier Starmer QC, willakuyta rimarirqa kunan tutamanta Huhne hinallataq Pryce iskaynin kuskanku chayman haykunakunankupaq.
Flores 	Huhne ha renunciado, y Ed Davey MP lo reemplazará en el gabinete. Se espera que Norman Lamb MP asuma el puesto de ministro de negocios que Davey deja vacante.	Huhne tatipun llamkayninpi musuq atawchin kanqa Ed Davey MP, Diputado Norman Lamb qatukunamanta umalliq kanman Davey Saqipuchkan.
Flores 	El 16 de febrero es la fecha en la cual se ha programado que Huhne y Pryce se presenten ante el Tribunal de Magistrados de Westminster.	Kamachisqan kachkan Huhne inallataq Pryce Paqtachaqpa llamkana kitinman 16 hatun puquy killapi.
Flores 	Nicholas Alden y Zachary Cuddeback, de 25 y 21 años, respectivamente, fallecieron. Este último iba al volante.	Wañuqkunas kasqa Nicholas Alden 25 watayuq, Zachariy Cuddeback nisqañataq 21 watayuq. Cuddeback nisqami karru apaq kasqa.
Flores 	Edgar Veguilla sufrió heridas en el brazo y en la mandíbula, mientras que para Kristoffer Schneider fue necesaria una cirugía de reconstrucción facial.	Edgar Veguilla kirita chaskin makinpi waqunpiwan, Kristoffer Schneider qiparin uyanpi kuchuspa allichanata munachkaspa.
Flores 	El arma de Uka se atascó mientras apuntaba hacia la cabeza de un quinto hombre. Schneider sufre dolor permanente, no ve con uno de sus ojos, le falta una parte del cráneo y su rostro debió ser reconstruido con titanio.	Uka nisqa tuqyaqpa warkayninqullupun pichqachasqa runapa umanta qawachichaqtin, Schneider sapa punchaw nanayniyuq, huk ñawin ñawsa, harkana pasmisqa, uyantaq titanio nisqawan allichapasqa.
Flores 	Schneider prestó testimonio a través de un enlace virtual desde una base de la Fuerza Aérea de los Estados Unidos en su país de origen.	Schneider baseqa Fuerza Aéreamantapacha Estados Unidos llaqtanpi huk videowan rikuchisqa.
Flores 	Carpanedo participó en dos carreras individuales del campeonato aparte de la competencia del miércoles.	Quyllurchaw punchaw llallinakuyta taqarispa, Carpanedo iskay llallinakuypi llallipakun chulla chullallapi.
Flores 	El primero fue el slalom, en el que obtuvo un «No Terminó la primera carrera», al igual que 36 de los 116 participantes de esa carrera.	Slalom ñawpaqnin kasqa, manam nisqata chaypi tarisqa ñawpaqnin pitayninpi. 36 yupaymi 116 nisqamanta llallipakuqkuna tarisqaku kaqnin ruruyta chay pitanapi.
Flores 	En su otra carrera, el eslalon gigante, obtuvo el décimo lugar en el grupo femenino de sentadas con un tiempo de ejecución combinado de 4:41.30, 2:11.60 minutos por detrás de la primera finalista austríaca, Claudia Loesch, y 1:09.02 minutos por debajo del noveno finalista, Gyöngyi Dani, de Hungría.	Huk pawariynin, Slalon Ancha hatun, rikurqan chunka ñiqipi qipasqanta tiyaq warmikuna huñupi 4:41.30, 2:11.60 achkachasqa atipanakuypi chikan chininikuna qipanta Austria warmi Claudia Loesch 1:09.02 minutukuna sanp'a isqunñiqipi kaqwan Gyöngyi Dani Hungríamanta kaqwan.
Flores 	Cuatro esquiadoras de la categoría sentadas no lograron completar sus carreras y un total de 45 participantes de 117 del Slalom Gigante no alcanzaron la clasificación en la carrera.	Tawa esquiadorkuna tiyasqa warmikuna taqapi mana tukuyta atirqankuchu phawayninkupi, 45 esquiadorkunamanta 117 hatun slalon nisqapi, mana atirqankuchu phawaypi.
Flores 	La fuerza policial de Madhya Pradesh pudo recuperar el ordenador portátil y el teléfono celular sustraídos.	Madhya Pradesh walla suwasqa apana computadora nisqata hinallataq telefono movil nisqatapas.
Flores 	El inspector general adjunto, D.K. Arya, declaró: «Hemos puesto bajo arresto a cinco individuos que abusaron de la mujer suiza y recuperamos su teléfono móvil y su computadora portátil».	Umalliq kuskiy kamayuq sinchi D K Arya nin “pichqa runatan chatamuyku suiza suyumanta warmita yuqusqanku rayku, celular kaqnintapas kaqllataq computadora nisqantapas tarinpunku.
Flores 	Baba, Bhutha, Rampro, Gaza y Vishnu Kanjar son los imputados.	Huchachasqa sutinkunaqa: Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar, Vishnu Kanjar hinapas.
Flores 	Según manifestara el superintendente de la policía, Chandra Shekhar Solanki, los acusados se presentaron ante el tribunal con sus rostros cubiertos.	Superintendente policiamanta Chandra Shekhar Solanki ninmi tunpasqakunaqa compareciekunku uyankuta pakayuspanku tribunalman.
Flores 	A pesar de que había tres personas en el interior de la vivienda en el momento del impacto del automóvil, ninguna de ellas sufrió lesiones.	Kimsa runakunas wasi ukupi kasqaku karru kayta waqtamuptin, ichaqa manas mayqintapas imanasqachu.
Flores 	No obstante, el conductor sufrió lesiones graves en su cabeza.	Ichaqa, apaq umanpi kirisqa karqan.
Flores 	La carretera donde se produjo el accidente fue cerrada temporalmente mientras los servicios de emergencia sacaban de su interior al conductor del Audi TT rojo.	Pisi pachalla hatun ñanqa sasachakuy ruwasqa wichkakunqa sasachakuy chaykamataq puka carru Audi TT nisqamanta emergencia servicionkunawan conductorta urquchkaranku.
Flores 	En un principio, se lo trasladó al Hospital James Paget de Great Yarmouth.	Ñawpaqmantaraq, payqa internasqa James Paget Hampina wasi Great Yarmouthpi kasqa.
Flores 	Luego lo trasladaron al Hospital Addenbrooke, en Cambridge.	Chaymantas apasqaku Addenbrooke hampina wasiman Cambridge llaqtapi.
Flores 	Desde entonces, Adekoya ha estado en el Tribunal del condado de Edimburgo, acusada del asesinato de su hijo.	Chaymanta pacha, Adekoya kuskachay wasipi kachkarqan sheriff Edimburgo churin wañuchisqanmanta tunpasqa.
Flores 	Si bien ella se encuentra bajo custodia a la espera de la acusación y el juicio, cualquier declaración de un testigo ocular puede ser cuestionable, ya que su imagen ha sido objeto de una amplia difusión.	Suyachkanmi kuchkachayninta hina qawasqan kachkan, ichaqa ima runaq rikusqanpas qillichasqan kachkanman wankin riqsichisqaña kaptin.
Flores 	Es una práctica común en otras regiones del Reino Unido, pero como la justicia escocesa funciona de otro modo, los tribunales consideraron la publicación de fotografías como algo potencialmente perjudicial.	Waranqa isqun pachak qanchis chunka qanchisniyuq watapi, Dr. Damadian huntachirqan qallariq scaner nisqata resonancia magnetica nisqawan puririqta “huntasqa kurku”, “sallqa” nispa sutiyarqan.
Flores 	La profesora Pamela Ferguson de la Universidad de Dundee señaló: «al parecer, los periodistas caminan sobre terreno peligroso cuando publican fotos u otra información de los sospechosos».	Pamela Ferguson yachachiq Dundee hatun yachaywasimanta nimusqa “periodistakunas sasachakuypi purinkuman sichus quchasapa runakunapa fotunkunata riqsirachinman.”
Flores 	La Oficina de la Corona, que tiene a su cargo los procesamientos, señaló a los periodistas que no se harían comentarios adicionales al menos hasta que se dicte el auto de procesamiento.	Coronaq chaskina wasin, llapan procesamientokunaqpi yupaychasqa kachkan, llapan periodistakunata ninmunmi, manañas ima rimakuypas kanqañachu, tunpachay imaqa.
Flores 	Según la información que se filtró, el documento tratará sobre el conflicto fronterizo, que Palestina pretende resolver basándose en los límites vigentes en forma previa a la Guerra del Medio Oriente de 1967.	Qillqa willakuqmi, pakapi nisqaman hina, allpapura huñuwan mana allinpi kasqanta qawarichin, Palestina munan ñawpam kaqta qawarispa manaraq Medio oriente nisqapi maqanakuy kachkaptinraq 1967 watamanta.
Flores 	Otros tópicos que también se abordaron, según fuera informado, incluyen el futuro estado de Jerusalén, que ambas naciones consideran sagrado, y el problema del Valle del Jordán.	Willakuykunaq nisqanman hina Jerusalén suyuq hamuq pachaman kasqantan willarikun, iskaynin willka suyuq kasqantan, hinallataq Jordan qichwaq sasachakuyninta qawarichin.
Flores 	Israel exige una presencia militar constante en el valle por diez años una vez que se firme el acuerdo, mientras que PA solo acepta cinco.	Israel suyu mañakuchkan wallakunata qiswapi chunka watallapas, rimanakuspa qillqa siqinakama, Palestina umalliqtaq pichqa watallan saqiyman nispa.
Flores 	Durante el ensayo complementario de control de plagas, los guardabosques debían supervisar de cerca a los tiradores, dado que éste se monitoreaba y se evaluaba su efectividad.	Ensayu suplementario harkaq plagakunapi chankaqkuna qhawarisqalla kananku karqan sacha qawariqkunawan, ichaqa ensayuta allinta qawarikun allinmi chaninchakun.
Flores 	En una unión entre NPWS y la Asociación de Tiradores Deportivos de Australia (NSW) Inc., se reclutaron voluntarios idóneos dentro del programa de caza de la Asociación de Tiradores Deportivos.	Francia chiqapi, chiklluyqa mana allin musuq qawayniyuq: chiklluqkuna taqakunku huk pakapi hina, huk rapipi churallankutaq, qillqasqa rapipi kan mayqin munaqpas akllanapaq.
Flores 	Mick O'Flynn, quien se encuentra a cargo, provisoriamente, de la oficina de Conservación y Patrimonio del Parque del NPWS, señaló que se brindó una capacitación integral en seguridad y entrenamiento a los cuatro tiradores escogidos para la operación de tiro.	Mick O'flynn, llaqtaq kaqnin amachaq kayninpi nin, tawa warkaqkunatan akllarinku ñawpaq ñiqillanpi paykunatam yachachinku amachakuyninpi chanin llankayninpi ima.
Flores 	El día de ayer, Martelly juró en un nuevo Consejo Electoral Provisional (CEP, por sus siglas en inglés) de nueve miembros.	Martelly nisqanku qayna punchawmi isqun llamkaq masikunata huk musuq Kunankunallapaq Huñunakuypi.
Flores 	En cuatro años, es el quinto CEP de Martelly.	Pichqa ñiqi huntasqa eventos nisqamantaqa (CEP ingles simipi pisiyachisqa) Martelly chiqamanta tawa watapi.
Flores 	El mes pasado, una comisión presidencial aconsejó que el CEP anterior renunciara, en el marco de una serie de medidas que procuran conducir al país hacia nuevas elecciones.	Qipa killata, suyu qullanap kamachisqan nirqan CEP lluqsipunanpaq ñawpachayuqta suyu musuq qullana chiklluyman haykunanpaq.
Flores 	La comisión fue la forma en que Martelly respondió a las manifestaciones generalizadas que iniciaron en octubre en contra del régimen.	Huñunakuysi kasqa Martelly kutichinanpaq Kantaray killapi qallarisqanmanta llapa qaparikunaman mana allin kamachikuyrayku.
Flores 	Las manifestaciones, en ocasiones violentas, fueron provocadas por el hecho de que no se llevan adelante elecciones, en algunos casos desde el año 2011.	Qapariykunaqa, huk kutikunapitaq chalqapuni, supayta kutipakuyta yapasqaku manam akllanakuy rurakusqanmanta, wakinkunataq 2011 watamantaraq.
Flores 	Se han denunciado cerca de 60 casos de iPods con problemas de funcionamiento y calentamiento exesivo, lo que originó seis incendios y provocó quemaduras menores a cuatro personas.	60 cutipis qoñiripusqa iPods nisqa mana allinta funcionaspa, chaytaqmi suqta incindiuta tawa runatawan wañuchin.
Flores 	El Ministerio de Economía, Comercio e Industria japonés (METI) informó haber registrado 27 accidentes que involucraban a estos aparatos.	Economiaman, qhatuq hinallataq llamkay wasi Japon suyupi (METI, español simipi pidiyachisqa) niran 27 llakikasqanta reqsisqa chay dispositibo nisqakunawan.
Flores 	La semana pasada, METI anunció que Apple les había informado de 34 incidentes adicionales de sobrecalentamiento, que la compañía catalogó como «no graves».	Qayna punchawkuna, METIqa nirqa Apple 34 yapaspa ruphasqa sasachaykunata willakusqan, chayqa “manam chaniyuq hina nirqa.”
Flores 	El ministerio se pronunció en relación al retraso en el informe de Apple, diciendo que era algo «verdaderamente lamentable».	Ministerio nisqa, rimayta kutichimun sananchay willakuyta qipachispa Apple nisqamanta “chiqay llakiypuni nispa.”
Flores 	Mariana fue sacudida por un sismo a las 7:19 h hora local (21:19 h GMT) el viernes.	Marianata pacha kununuy hapirun 07:19 a.m. llaqta pachapi. (09:19 p.m. GMT Illapachaw punchaw).
Flores 	La agencia de manejo de emergencias de las Marianas del Norte indicó que no hubo registro de daños en el territorio nacional.	Marianas chinchaynin, nin manam suyupi ima mana allinkunapas kapunchu nispa.
Flores 	Asimismo, el Centro de Alerta de Tsunamis del Pacífico informó la ausencia de indicadores de tsunami.	Willariq Kitipa Pacifico Tsunami nisqapas nimusqa manan ima Tsunamimantaqa willakuypas kasqachu.
Flores 	En Manila, capital de Filipinas, un ex agente policial de ese país secuestró un autobús y mantuvo cautivos a turistas que venían de Hong Kong.	Huk ñawpa policía Filipino nisqaqa Hong Kong turistakunatas hapisqata qachisqa autobusninta suwaspa Manila llaqtapi, Filipinas hatun llaqtanpi.
Flores 	Rolando Mendoza abrió fuego con su M16 contra los visitantes extranjeros.	Rolando Mendoza turistakunata M16 riflinwan dispararusqa.
Flores 	Se han rescatado varios rehenes y, hasta ahora, se ha confirmado que al menos seis han muerto.	Ashkha rehenkuna qispichisqas kasqaku kunankamataq yaqapas sorta runakunas wañusqa kashanku.
Flores 	Tanto los seis rehenes, entre los que había niños y ancianos, como los fotógrafos filipinos, fueron puestos en libertad temprano.	Suqta yanqa hapisqa runakuna, warmakunapas machukunapas, tutallamanta qispichisqa karqanku, hinallataq Filipinas suyumanta fotografo nisqakunapas karqanku.
Flores 	Más tarde, los fotógrafos ocuparon el lugar de una anciana porque necesitaba ir al baño. Mendoza fue acribillado.	Rikchay urquqkuna payachaq tiyananpi tiyarunku, pay ispakuna pititata munaspa.Mendoza pistolawan sipisqa karun.
Flores 	Liggins siguió el mismo camino que su padre y comenzó a estudiar medicina.	Wakin iñikukuna mana takyaq chawpiyuqmi, chaynaqa pakirqukunmanmi chikan tanqariyllawan ichapas mana tanqarisqalla.
Flores 	Recibió formación en obstetricia e ingresó a trabajar para el Hospital Nacional de Mujeres de Auckland hacia 1959.	Obstetra nisqapi rurakusqa chaymanta llankayta qallarisqa warmikunap Hospital Nacional nisqapi Aucklandmanta 1959 watapi.
Flores 	Liggins comenzó sus investigaciones sobre el parto prematuro en su tiempo libre, mientras trabajaba en el hospital.	Hampina wasipi llamkachkan, Liggins qallarirqan imarayku manaraq pachanpi paqariyta samaynin pachapi.
Flores 	Su estudio demostró que la maduración pulmonar fetal del bebé podía ser agilizada a través de la administración de una hormona.	Yachay maskayninwasi riqsichimusqa, hormona nisqankuta churaspaqa, uku wawapa qapsanninpa puquynintas pawarichinman.
Flores 	Xinhua informó que el miércoles los investigadores del gobierno lograron recuperar los registradores de vuelo de la caja negra.	Xinhua willakamusqa kamachikuy umalliqpa yachay taqwiqninkunaqa iskay phawaypa qillqankunata tarisqaku “yana tawakuchu” qurlluychay punchawta.
