Mexican_constituition 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	JA JASTAL WA STOJB’ESE´ JA POLITIKA B’A ESTADOS UNIDOS MEJIKANOSI 
Mexican_constituition 	I. Los Diputados a la Asamblea Legislativa serán elegidos cada tres años por voto universal, libre, directo y secreto en los términos que disponga la Ley, la cual deberá tomar en cuenta, para la organización de las elecciones, la expedición de constancias y los medios de impugnación en la materia, lo dispuesto en los artículos 41, 60 y 99 de esta Constitución; 	I. Mapu o´ná napawíla sinéa´mi riputaro bikia bamíba´li neráa chapirúa´mi níima pée simírika wikabé nísaka, abóni katuíka, wachína a´lí ké wési ikítika mapu riká a´ní nulalíwa´miéchirika machika nokísare, sinéa´mika katuíka nokísare mapu chapawá, mapu alí kostaqnsia alíwa a´lí ké sinéa´mi katuísaka maspurika wilára´mi jú, mapuriaka osirúa´mi 41, 60, 61 a´lí 99 jéna kostitusíon; 
Mexican_constituition 	II. Los requisitos para ser diputado a la Asamblea no podrán ser menores a los que se exigen para ser diputado federal. >Serán aplicables a la Asamblea Legislativa y a sus miembros en lo que sean compatibles, las disposiciones contenidas en los artículos 51, 59, 61, 62, 64 y 77, fracción IV de esta Constitución; 	II. Jé iyiri béla newalé mapu riputaro nina´li a´li napawíka ke bela ntasi okúa nisare mapu iki newalélíwa mapu riputaro jerera´li wilibana´li; á né walelí níima napawíkiame lijislatíbi a’li kípu síchoala nápi anárewala échi nijiyáwala níwíame échi 51, 59, 61, 62, 64 a’li 77 jirasióni IV je’ná Kostitutsióni; 
Mexican_constituition 	III. En la integración de la Asamblea Legislativa del Distrito Federal invariablemente se observarán los criterios que establece el artículo 116, fracción II, párrafo tercero, de esta Constitución; 	III. Echimí síchuala si napawíkiachi Lijislatíbi Ristiríti Jereráli wekanátame nirá á e’nésiwa échi ne’ówala nápi welalíwa échi artíkili 116, jirasióni II, páraji bakyáwala, je’ná kostitusióni; 
Mexican_constituition 	IV. Establecerá las fechas para la celebración de dos períodos de sesiones ordinarios al año y la integración y las atribuciones del órgano interno de gobierno que actuará durante los recesos. >La convocatoria a sesiones extraordinarias será facultad de dicho órgano interno a petición de la mayoría de sus miembros o del Jefe de Gobierno del Distrito Federal; 	IV. ´Echirika katuíta´mi níima mapu riká newába okúasa béla níima bilé ba´mibámi siwíachi michá a´lí mapu ikí nócha abélaé chirika animéa soki suwába mapu ikí nócha walúala kobieno ristrito jerera´li; 
Mexican_constituition 	V. La Asamblea Legislativa, en los términos del Estatuto de Gobierno, tendrá las siguientes facultades: 	V. Mapu a´li sinea´mi napawíla, mapu riká nai ani walúala kobierno, jérika nochasare: 
Mexican_constituition 	a) Expedir su ley orgánica, la que será enviada al Jefe de Gobierno del Distrito Federal para el solo efecto de que ordene su publicación; 	a) Tanitani níima mapu ikika napawika newa nulalíwa´mi, abela nawita´mi níima walúala kobierno ristrito jerera´li échirika bi nuléma mapu machi wara´mi níima; 
Mexican_constituition 	b) Examinar, discutir y aprobar anualmente el presupuesto de egresos y la ley de ingresos del Distrito Federal, aprobando primero las contribuciones necesarias para cubrir el presupuesto. 	b) A´lá inéka a´lí échirika katuíka bamíba´li niráa mapu ikí bujasía a lí nulalíwa´mi chu ikí moía ristrito jereral, échirika katuísaka mapu ikí newaléliwa a sinéa´mi sebása reka. 
Mexican_constituition 	Al señalar las remuneraciones de servidores públicos deberán sujetarse a las bases previstas en el artículo 127 de esta Constitución. 	A belá chiriká inéra´mi níima mapu ikí nísare nócha´mi mapu pakóta´mi kuira´mi jú échirika nokísare mapu rik anirúa´mi jú mapu rika ani osirúa´mi jú 127 jéna kostitusioni. 
Mexican_constituition 	Los órganos del Distrito Federal, Legislativo, Ejecutivo y Judicial, así como los organismos con autonomía reconocida en su Estatuto de Gobierno, deberán incluir dentro de sus proyectos de presupuestos, los tabuladores desglosados de las remuneraciones que se propone perciban sus servidores públicos. 	Mapu ikí jáwa´mi ju ristrito jerera´li, mapu o´ná nulalíwa´mi newalíwa, wéala al i jurisia´li, a´li mapu riká uchuwi ala machika jawara mi ju kobienochi, abelá a échiriaka moára´mi nima aboni mapu ikí newalé, los tubulares deglosados mapu iki mesare mapu iki nocha pakóta´mi kuiria. 
Mexican_constituition 	Estas propuestas deberán observar el procedimiento que para la aprobación del presupuesto de egresos del Distrito Federal, establezcan las disposiciones del Estatuto de Gobierno y legales aplicables. 	Jerika inéta´mi nima chúrika sira achi échirika katuita´mi ka a´li chu iki moísia ristrito jerera´li, mapu rika ani walúala nuláa´mi kíti alí ne échirika nokísima. 
Mexican_constituition 	Dentro de la ley de ingresos, no podrán incorporarse montos de endeudamiento superiores a los que haya autorizado previamente el Congreso de la Unión para el financiamiento del presupuesto de egresos del Distrito Federal. 	Mapu ikí moísimi mapu rika a´ní nulalíwa´mi, ke tasi oméroma moísia mapu iki wiká pe mapi ikibi risensia ara´mi ju kokreso jónsa kíti échirika tara´mi nima mapu ikí moísimi ristrito jereral. 
Mexican_constituition 	La facultad de iniciativa respecto de la ley de ingresos y el presupuesto de egresos corresponde exclusivamente al Jefe de Gobierno del Distrito Federal. 	Mapu nulabi chotáma churika nisare mapu rika aní nulalíwa´mi chu iki moímea a´li chu iki bujasima échi bi bela animeaw waluaala kobierno ristrito jerera´li wilia´mi. 
Mexican_constituition 	El plazo para su presentación concluye el 30 de noviembre, con excepción de los años en que ocurra la elección ordinaria del Jefe de Gobierno del Distrito Federal, en cuyo caso la fecha límite será el 20 de diciembre. 	Abéala buyeta´mi nima besa makói rawe mechá nobiembre mapu a´limi bamíba´mi botariwa noká mapu ikibi churi ko napawipa échi walúala kobierno ristrot jerera´li, échi kítiera pe bela 20 inarachi mechá risiembre bui buyéta nima. 
Mexican_constituition 	La Asamblea Legislativa formulará anualmente su proyecto de presupuesto y lo enviará oportunamente al Jefe de Gobierno del Distrito Federal para que éste lo incluya en su iniciativa. 	Mapu a´li napawíla sinea´mi jáwa´mi abela napawíma ba´miáli niráa échi kítiera nraícha a´li abéla nawi ta´mi níma we jiyáwiti échi walúala kobierno ristrito jerera´li kíti échi bacháma mapu rika nochama. 
Mexican_constituition 	Serán aplicables a la hacienda pública del Distrito Federal, en lo que no sea incompatible con su naturaleza y su régimen orgánico de gobierno, las disposiciones contenidas en el segundo párrafo del inciso c) de la fracción IV del artículo 115 de esta Constitución; 	Abéla échirikacho netanima ristrito jereral, mapu re ke chika ilasa a´li mapuri uchuwi kobiernochi, mapuri ka ani mapu a´li ke tasi échika ilasaka e´chi kitera a´li mapu rika uchuwi nócha kobienochi, mapu rika uchuchara´mi jú okua rojanara´mi insiso c) rojanara´mi 115 jena kostitusioni; 
Mexican_constituition 	c) Revisar la cuenta pública del año anterior, por conducto de la entidad de fiscalización del Distrito Federal de la Asamblea Legislativa, conforme a los criterios establecidos en la fracción VI del artículo 74, en lo que sean aplicables. 	c) Abela a´lá inéta´mi nima chu iki suwabili chavé bamíbal, a´li chu ki éta´mi nila échi ani osirua´mi 74, échirika bela uchera´mi nima. 
Mexican_constituition 	La cuenta pública del año anterior deberá ser enviada a la Asamblea Legislativa a más tardar el 30 de abril. 	Échi taráala púbiliki chabé bamíbame á náulitame níisa re chimí napawíkiachi Lijislatíbi á sebárika 30 abiríli mechá. 
Mexican_constituition 	Este plazo, así como los establecidos para la presentación de las iniciativas de la ley de ingresos y del proyecto del presupuesto de egresos, solamente podrán ser ampliados cuando se formule una solicitud del Ejecutivo del Distrito Federal suficientemente justificada a juicio de la Asamblea. 	Je’ná tétali, nápi riká cho welárame jú nápi riká ikíirima échi aníala chotáala nulalí pé mo’íame kíta a’li échi nóochale natekíala bujásila, pé echi bi kíta oméru wi’límitia nápi a’lii kayéna bilé solisitú wa’lúala níwala Ristiríti Jereráli né ka’lá ma’chináritane nápi riká aníli napawíkiachi. 
Mexican_constituition 	Los informes de auditoría de la entidad de fiscalización del Distrito Federal tendrán carácter público. 	Échi ikíiriwala wenotaráala echimí machiwá jiskalíi Ristiríti Jereráli á níwama o’má yírila. 
Mexican_constituition 	El titular de la entidad de fiscalización del Distrito Federal será electo por las dos terceras partes de los miembros presentes de la Asamblea Legislativa por periodos no menores a siete años y deberá contar con experiencia de cinco años en materia de control, auditoría financiera y de responsabilidades. 	Mapu échirka wilara´mi ju mapu échika nochama ristrito jerera´li abela chapirua´mi nima okua a´li bikina rojana mapu iki napawili jáwa´mi ke tasi simirase kichao ba´mili a´li abela machisare échirika ma´li bamíba´li échi kitera, abela inietanima chure suwabila winomí a´li achi ala nataka nokala. 
Mexican_constituition 	d) Nombrar a quien deba sustituir en caso de falta absoluta, al Jefe de Gobierno del Distrito Federal; 	d) Welába nápi échi asibama nápi a’líi né omarúame ké itélisa ka, échi wa’lúala Kobiérini Ristiríti Jereráli; 
Mexican_constituition 	e) Expedir las disposiciones legales para organizar la hacienda pública, el presupuesto, la contabilidad y el gasto público del Distrito Federal, y la entidad de fiscalización dotándola de autonomía técnica y de gestión en el ejercicio de sus atribuciones, y para decidir sobre su organización interna, funcionamiento y resoluciones. 	e) Náulame échi ikíriwala wachináala mápu napawípo échi asiénti púbiliki, échi wenotaráala, échi tarásila a’li échi suwábila púbiliki Ristiríti Jereráli jónisa, a’li échi intirá jiskalisasióni nijíala binóisiala téniki a’li pé táwala échi ijirisísi kípu nijíwala, a’li mápi animéa kípu napawíkame pachánala, neisísaka a’li katéwaka. 
Mexican_constituition 	La función de fiscalización será ejercida conforme a los principios de legalidad, imparcialidad y confiabilidad; 	Échi isimíwala jiskalisasióni níima noochárame katúaka échi bacháwala pé wachináala, ka’labéwaka a’li bichíwaka; 
Mexican_constituition 	f) Expedir las disposiciones que garanticen en el Distrito Federal elecciones libres y auténticas, mediante sufragio universal, libre, secreto y directo; sujetándose a las bases que establezca el Estatuto de Gobierno, las cuales cumplirán los principios y reglas establecidos en los incisos b) al o) de la fracción IV del artículo 116 de esta Constitución, para lo cual las referencias que los incisos j) al m) hacen a gobernador, diputados locales y ayuntamientos se asumirán, respectivamente, para Jefe de Gobierno, diputados a la Asamblea Legislativa y Jefes Delegacionales; 	f) Náuliwa échi ikíriwala nápi ka’lacháma chimí Ristiríti Jereráli ilikisióni kilíiwala a’li né échiwaka, chimí sijirájio o’máwala, kiníila, chinásila a’li wachíina; chéwiaka échi re’léwala nápi welásimi échi Istatúto yé Kobiérni, échi kíta á sebárima échi bacháwala a’li nulalíila welárame je’ná insísi b) pé o) je’ná jirasióni lV ‘ná artíkili 116 je’ná Kostitusióni, mápi échi kámiwala nápi échi insíso j) pé m) nápi oláa silíame, riputáro chimíwala a’li bisirénsia á cha’písima, échiwala nirá, mápu Wa’lúala ‘ná Kobiérni, riputáro je’ná Napawíkiala Lijislatíbi a’li ‘wéala rilegasionáli; 
Mexican_constituition 	g) Legislar en materia de Administración Pública local, su régimen interno y de procedimientos administrativos; 	g) Lijislárima né matéri e’nésiwala púbiliki chimíwala, kípu pacháwala nuláala a’li aminábula e’néwala; 
Mexican_constituition 	h) Legislar en las materias civil y penal; normar el organismo protector de los derechos humanos, participación ciudadana, defensoría de oficio, notariado y registro público de la propiedad y de comercio; 	h) Mapu a´lí newalíwa osirúa´mi churika tibuta´mi nima winomí pakóta´mi níwala, mapu rika nulá alí chúrika nokísare; 
Mexican_constituition 	i) Normar la protección civil; justicia cívica sobre faltas de policía y buen gobierno; los servicios de seguridad prestados por empresas privadas; la prevención y la readaptación social; la salud y asistencia social; y la previsión social; 	i) Ayenacho a newasare mapu rika nokisima sibili nira a´lí pena´li; kíti ne échirka nokísima mapu rika nóchasare mapu rika tibúala rerecho pakóta´mi, kíti échirkacho abela échirika katuisaka sinéa´mi, mapu kuiri ke namuti bujeka, notario y reaya sinea´mi pakóta´mi mapu niwi namuti a´li mapu komersio niwi; 
Mexican_constituition 	j) Legislar en materia de planeación del desarrollo; en desarrollo urbano, particularmente en uso del suelo; preservación del medio ambiente y protección ecológica; vivienda; construcciones y edificaciones; vías públicas, tránsito y estacionamientos; adquisiciones y obra pública; y sobre explotación, uso y aprovechamiento de los bienes del patrimonio del Distrito Federal; 	j) Ayéana a niwasare nulalíwa´mi mapu tibua´mi nima, a´li ayenacho a pe chué pakóta´mi wilasare mapu re ké itelisaka policíaal í né a´lá kobierno; mapu nochariwa mapu p´echirika nocha tibuaa abela tanewisare a jareanacho inpresachi mapu awéni napawika nócha; kíti échirika tibúta´mi níima a´lí ayéanacho owítanima; a´li ala owíta´mi nima; a´li a´lá ruyéta´mi nima; 
