Mexican_constitution 	CONSTITUCIÓN POLÍTICA DE LOS ESTADOS UNIDOS MEXICANOS 	TLANEJNEUILYOTL TLEN SENTIKMASEUALMEJ 
Mexican_constitution 	Refugio M. Mercado, Alfonso Mayorga.- Diputados por el Edo. de Jalisco: Marcelino Dávalos, Federico E. Ibarra, Manuel Dávalos Ornelas, Francisco Martín del Campo, Bruno Moreno, Gaspar Bolaños B., Juan de Dios Robledo, Ramón Castañeda y Castañeda, Jorge Villaseñor, Gral. 	Refugio M. Mercado, Alfonso Mayorga.- Tekitijkemej pan Jalisco Tlaltokajyotl: Marcelino Dávalos, Federico E. Ibarra, Manuel Dávalos Ornelas, Francisco Martín del Campo, Bruno Moreno, Gaspar Bolaños B., Juan de Dios Robledo, Ramón Castañeda y Castañeda, Jorge Villaseñor, Yaotl Tlayakanketl. 
Mexican_constitution 	Amado Aguirre, José I. Solórzano, Francisco Labastida Izquierdo, Ignacio Ramos Praslow, José Manzano, Joaquín Aguirre Berlanga, Gral. 	Amado Aguirre, José I. Solórzano, Francisco Labastida Izquierdo, Ignacio Ramos Praslow, José Manzano, Joaquín Aguirre Berlanga, Yaotl Tlayakanketl. 
Mexican_constitution 	Brigadier Esteban B. Calderón, Paulino Machorro y Narváez, Crnl. 	Esteban B. Calderón, Paulino Machorro y Narváez, Yaotl Tekitijketl. 
Mexican_constitution 	Sebastián Allende, Jr.- Diputados por el Edo. de México: Aldegundo Villaseñor, Fernando Moreno, Enrique O'Fárril, Guillermo Ordorica, José J. Reynoso, Antonio Aguilar, Juan Manuel Giffard, Manuel A. Hernández, Enrique A. Enríquez, Donato Bravo Izquierdo, Rubén Martí.- Diputados por el Edo. de Michoacán: José P. Ruíz, Alberto Peralta, Cayetano Andrade, Uriel Avilés, Gabriel R. Cervera, Onésimo López Couto, Salvador Alcaraz Romero, Manuel Martínez Solórzano, Martín Castrejón, Lic. 	Sebastián Allende, Jr.- Tekitijkemej pan México Tlaltokajyotl: Aldegundo Villaseñor, Fernando Moreno, Enrique O'Fárril, Guillermo Ordorica, José J. Reynoso, Antonio Aguilar, Juan Manuel Giffard, Manuel A. Hernández, Enrique A. Enríquez, Donato Bravo Izquierdo, Rubén Martí.- Tekitijkemej pan Michoacán Tlaltokajyotl: José P. Ruíz, Alberto Peralta, Cayetano Andrade, Uriel Avilés, Gabriel R. Cervera, Onésimo López Couto, Salvador Alcaraz Romero, Manuel Martínez Solórzano, Martín Castrejón, Manauijketl. 
Mexican_constitution 	Alberto Alvarado, José Alvarez, Rafael Márquez, José Silva Herrera, Amadeo Betancourt, Francisco J. Múgica, Jesús Romero Flores.- Diputados por el Edo. de Morelos: Antonio Garza Zambrano, Alvaro L. Alcázar, José L. Gómez.- Diputados por el Edo. de Nuevo León: Manuel Amaya, Nicéforo Zambrano, Luis Ilizaliturri, Crnl. 	Alberto Alvarado, José Alvarez, Rafael Márquez, José Silva Herrera, Amadeo Betancourt, Francisco J. Múgica, Jesús Romero Flores.- Tekitijkemej pan Morelos Tlalatokajyotl: Antonio Garza Zambrano, Alvaro L. Alcázar, José L. Gómez.- Tekitijkemej pan Nuevo León Tllatokajyotl: Manuel Amaya, Nicéforo Zambrano, Luis Ilizaliturri, Yaotl Tekitijketl. 
Mexican_constitution 	Ramón Gámez, Reynaldo Garza, Plutarco González, Lorenzo Sepúlveda (Suplente).- Diputados por el Edo. de Oaxaca: Juan Sánchez, Leopoldo Payán, Lic. 	Ramón Gámez, Reynaldo Garza, Plutarco González, Lorenzo Sepúlveda (Selijketl).- Tekitijkemej pan Oaxaca Tlaltokajyotl: Juan Sánchez, Leopoldo Payán, Manauaijketl. 
Mexican_constitution 	Manuel Herrera, Lic. 	Manuel Herrera, Mnauijketl. 
Mexican_constitution 	Porfirio Sosa, Lic. 	Porfirio Sosa, Manauijketl. 
Mexican_constitution 	Celestino Pérez Jr., Crisóforo Rivera Cabrera, Crnl. 	Celestino Pérez Jr., Crisóforo Rivera Cabrera, Yaotl Tekitijketl. 
Mexican_constitution 	José F. Gómez, Mayor Luis Espinosa.- Diputados por el Edo. de Puebla: Dr. Salvador R. Guzmán, Lic. 	José F. Gómez, Mayor Luis Espinosa.- Tekitijkemej pan Puebla Tlalatokajyotl: Tepajtijketl. >Salvador R. Guzmán, Manauijketl. 
Mexican_constitution 	Rafael P. Cañete, Miguel Rosales, Gabriel Rojana, Lic. 	Rafael P. Cañete, Miguel Rosales, Gabriel Rojana, Manauijketl. 
Mexican_constitution 	David Pastrana Jaimes, Froylán C. Manjarrez, Tte. >Crnl. 	David Pastrana Jaimes, Froylán C. Manjarrez, Yaotl Tekitijketl. 
Mexican_constitution 	Antonio de la Barrera, Mayor José Rivera, Crnl. 	Antonio de la Barrera, Mayor José Rivera, Yaotl Tekitijketl. 
Mexican_constitution 	Epigmenio A. Martínez, Pastor Rouaix, Crnl. de Ings. 	Epigmenio A. Martínez, Pastor Rouaix, Yaotl Tekitijketl. 
Mexican_constitution 	Luis T. Navarro, Tte. >Crnl. 	Luis T. Navarro, Yaotl Tekitijketl. 
Mexican_constitution 	Federico Dinorín, Gral. 	Federico Dinorín, Yaotl Tlayakanketl. 
Mexican_constitution 	Gabino Bandera Mata, Crnl. 	Gabino Bandera Mata, Yaotl Tekitijketl. 
Mexican_constitution 	Porfirio del Castillo, Crnl. 	Porfirio del Castillo, Yaotl Tepajtijketl. 
Mexican_constitution 	Dr. Gilberto de la Fuente, Alfonso Cabrera, José Verástegui.- Diputados por el Edo. de Querétaro: Juan N. Frías, Ernesto Perrusquía.- Diputados por el Edo. de San Luis Potosí: Samuel M. Santos, Dr. Arturo Méndez, Rafael Martínez Mendoza, Rafael Nieto, Dionisio Zavala, Gregorio A. Tello, Rafael Curiel, Cosme Dávila (Suplente).- Diputados por el Edo. de Sinaloa: Pedro R. Zavala, Andrés Magallón, Carlos M. Ezquerro, Cándido Avilés, Emiliano C. García.- Diputados por el Edo. de Sonora: Luis G. Monzón, Ramón Ross.- Diputados por el Edo. de Tabasco: Lic. 	Gilberto de la Fuente, Alfonso Cabrera, José Verástegui.- Tekitijkemej pan Querétaro Tlaltokajyotl: Juan N. Frías, Ernesto Perrusquía.- Tekitijkemej pan San Luis Potosí Tlaltokajyotl: Samuel M. Santos, Tepajtijketl. >Arturo Méndez, Rafael Martínez Mendoza, Rafael Nieto, Dionisio Zavala, Gregorio A. Tello, Rafael Curiel, Cosme Dávila (Selijketl).- Tekitijkemej pan Sinaloa Tlaltokajyotl: Pedro R. Zavala, Andrés Magallón, Carlos M. Ezquerro, Cándido Avilés, Emiliano C. García.- Tekitijkemej pan Sonora Tlaltokajyotl: Luis G. Monzón, Ramón Ross.- Tekitijkemej pan Tabasco Tlaltokajyotl: Manauijketl. 
Mexican_constitution 	Rafael Martínez de Escobar, Santiago Ocampo, Carmen Sánchez Magallanes,- Diputados por el Edo. de Tamaulipas: Crnl. 	Rafael Martínez de Escobar, Santiago Ocampo, Carmen Sánchez Magallanes,- Tekitijkemej pan Tamaulipas Tlaltokajyotl: Yaotl Tekitijketl. 
Mexican_constitution 	Pedro A. Chapa, Ceferino Fajardo, Fortunato de la Híjar, Emiliano Próspero Nafarrete.- Diputados por el Territorio de Tepic: Tte. 	Pedro A. Chapa, Ceferino Fajardo, Fortunato de la Híjar, Emiliano Próspero Nafarrete.- Tekitijkemej pan Tepic Itlal: Yaotl Tekitijketl. 
Mexican_constitution 	Crnl. >Cristóbal Limón, Mayor Marcelino Sedano, Juan Espinosa Bávara.- Diputados por el Edo. de Tlaxcala: Antonio Hidalgo, Ascensión Tépal, Modesto González y Galindo.- Diputados por el Edo. de Veracruz: Saúl Rodiles, Enrique Meza, Benito Ramírez G., Eliseo L. Céspedes, Adolfo G. García, Josafat F. Márquez, Alfredo Solares, Alberto Román, Silvestre Aguilar, Angel S. Juarico, Heriberto Jara, Victorio N. Góngora, Carlos L. Gracidas (Suplente), Marcelo Torres, Juan de Dios Palma, Galdino H. Casados, Fernando A. Pereyra.- Diputados por el Edo. de Yucatán: Enrique Recio, Miguel Alonso Romero, Héctor Victoria A.- Diputados por el Edo. de Zacatecas: Adolfo Villaseñor, Julián Adame, Jairo R. Dyer, Samuel Castañón, Andrés L. Arteaga, Antonio Cervantes, Crnl. 	Cristóbal Limón, Achtoui ueyi Marcelino Sedano, Juan Espinosa Bávara.- Tekitijkemej pan Tlaxcala Tlaltokajyotl: Antonio Hidalgo, Ascensión Tépal, Modesto González y Galindo.- Tekitijkemej pan Veracruz Tlalatokajyotl: Saúl Rodiles, Enrique Meza, Benito Ramírez G., Eliseo L. Céspedes, Adolfo G. García, Josafat F. Márquez, Alfredo Solares, Alberto Román, Silvestre Aguilar, Angel S. Juarico, Heriberto Jara, Victorio N. Góngora, Carlos L. Gracidas (Selisketl), Marcelo Torres, Juan de Dios Palma, Galdino H. Casados, Fernando A. Pereyra.- Tekitijkemej pan Yucatán Tlalatokajyotl: Enrique Recio, Miguel Alonso Romero, Héctor Victoria A.- Tekitijkemej pan Zacatecas Tlalatokajyotl: Adolfo Villaseñor, Julián Adame, Jairo R. Dyer, Samuel Castañón, Andrés L. Arteaga, Antonio Cervantes, Yaotl Tekitijketl. 
Mexican_constitution 	Juan Aguirre Escobar.- Secretario: Fernando Lizardi, Diputado por el Edo. de Guanajuato.- Secretario: Ernesto Meade Fierro, Diputado por el Edo. de Coahuila.- Secretario: José M. Truchuelo, Diputado por el Edo. de Querétaro.- Secretario: Antonio Ancona Albertos, Diputado por el Edo. de Yucatán.- Prosecretario: Dr. Jesús López Lira, Diputado por el Edo. de Guanajuato.- Prosecretario: Fernando Castaños, Diputado por el Edo. de Durango.- Prosecretario: Juan de Dios Bojórquez, Diputado por el Edo. de Sonora.- Prosecretario: Flavio A. Bórquez, Diputado por el Edo. de Sonora. 	Juan Aguirre Escobar.- Tlajkuilojketl: Fernando Lizardi, Tekitijkemej pan Guanajuato Tlaltokajyotl.- Tlaijkuilojketl: Ernesto Meade Fierro, Tekitijketl pan Coahuila Tlaltokajyotl.- Tlajkuilojketl: José M. Truchuelo, Tekitijketl pan Querétaro Tlaltokajyotl.- Tlajkuilojketl: Antonio Ancona Albertos, Tekitijketl pan Yucatán Tlaltokajyotl.- Achtoui Tlajkuilojketl: Tepajtijketl. >Jesús López Lira, Tekitijketl pan Guanajuato Tlaltokajyotl.- Actoui Tlajkilojketl: Fernando Castaños, Tekitijketl pan Durango Tlaltokajyotl.- Achtoui Tlajkuilojketl: Juan de Dios Bojórquez, Tekitijketl pan Sonora Tlaltokajyotl.- Achtoui Tlajkuiloketl: Flavio A. Bórquez, Tekitijketl pan Sonora Tlaltokajyotl. 
Mexican_constitution 	Por tanto, mando se imprima, circule y publique por bando solemne y pregón en toda la República para su debido cumplimiento. 	Yeka, nititlanilia ma moixkopina, moolinis uan moyolmelauas ka miak tlepanitali uan kitsajsikaj pan nochi Mexko ya ni kineltokasej. 
Mexican_constitution 	Dado en el Palacio Nacional de la Ciudad de Querétaro, el 5 de febrero de 1917.- V. CARRANZA.- Rúbrica. 	Ni motemakak pan Ueyimexko Tekikalko pan Queretaro Altepetl, pan 5 tlen omej meetstli pan naui tsontli sempouali uan se kaxtoli uan ome xiuitl.-V. CARRANZA.- Uasantli. 
Mexican_constitution 	Al C. Lic. >Manuel Aguirre Berlanga, Subsecretario Encargado del Despacho de Gobernación.- México. 	Ma manauijketl Manuel Aguirre Berlanga, tlen achtoui kimakatokej ni Tlajkuilojketl tlen kipia Tlanauatili.-Mexko 
Mexican_constitution 	Lo que hónrome en comunicar a usted para su publicación y demás efectos. 	Ya ni kuali nimoketsa uan nimechyolmelaua ma momoyauas uan nojkia sekinoj tlamantli tlen moneki ma mochiuas. 
Mexican_constitution 	Constitución y Reformas.- México, cinco de febrero de mil novecientos diez y siete.- AGUIRRE BERLANGA. 	Ueyiamatlanauatili uan Moyankuiliaj.- Mexko. >Makuili tonali tlen ome meetstli pan naui tsontli ka sempouali uan se kaxtoli uan ome xiuitl.- AGUIRRE BERLANGA 
Mexican_constitution 	Al Ciudadano... 	Ka maseualmej… 
OPUS 	De nada.	Ahmō intlā.
OPUS 	¿Tienes hambre?	¿Timayana?
OPUS 	¡Tengo hambre!	¡Nimayana!
OPUS 	¡Buen provecho!	¡Ma xitlacuā cualli!
OPUS 	¡Buen provecho!	¡Cualli ma mitzchcahuīli tlein ticcuā!
OPUS 	Los padres están escuchando.	In tetāhnāntli quicaquiticateh.
OPUS 	Me llamo Tamako, ¿y tú te llamas...?	Notōcā Tamako, ¿tehuatl motōcā...?
OPUS 	No pasó nada.	Ahtleh omochiuh.
OPUS 	¿Cuántos gatos hay en esta casa?	¿Īxquich miztotōn itic inīn calli?
OPUS 	¿Quién es el Sr. Bush?	¿Āc in Bushtzin?
OPUS 	Buenos días. Me llamo José Silva. ¿Cómo se llama usted?	Niltze. Notōcā José Silva. ¿Quenin motōcāitzin?
OPUS 	"Y vos, ¿cómo te llamás?" "Me llamo Paulo."	"Ihuān teh, ¿quen motōcā?" "Notōcā Paulo."
OPUS 	"Y tú, ¿cómo te llamas?" "Me llamo Paulo."	"Ihuān teh, ¿quen motōcā?" "Notōcā Paulo."
OPUS 	"Y tú, ¿cómo te llamas?" "Me llamo Paulo."	"Ihuān tehuatl, ¿quen motōcā?" "Notōcā Paulo."
OPUS 	"¿Cuántos años tienes?" - "Tengo dieciséis años."	"¿Quexqui xihuitl ye tinemi?" - "Ye ninemi ye caxtōlli ihuān cē xihuitl."
OPUS 	Conozco a algunos de los chicos.	Tēlpocatzālan niquinīxmati in cequintin.
OPUS 	Me gustaría visitar la Gran Muralla este año.	Inīn xihuitl nicnequi niāz īpan in China ihuēyitenānco.
OPUS 	Tengo que orinar.	Naxixmiqui.
OPUS 	¡Hola, amigo mío! ¿Cómo estás?	¡Niltze, nicniuh! ¿Quen tica?
OPUS 	No me llamo "tú", me llamo Ricardo.	Ahmo notōcā "tehuatl". Notōcā Ricardo.
OPUS 	No es nada.	Ahmō intlā.
OPUS 	Aquí estaré.	Nicān niyez.
OPUS 	¡Mi vida se ha acabado!	¡Ye tlan in noyōliliz!
OPUS 	Come feliz, duerme feliz.	In tlacuā pāqui in cochi pāqui.
OPUS 	Odio las matemáticas.	Niccocoliā tlapōhualmatiliztli.
OPUS 	Él es mi corazón.	Yehhuātzin noyōllō.
OPUS 	Ella es mi corazón.	Yehhuātzin noyōllō.
OPUS 	Hoy no hay clases.	Āxcān ahmō temachtiliztli.
OPUS 	Eso será todo.	Ahtleh mah itla ihua za ya yo.
OPUS 	El jardinero acaba de cortar el seto.	Zan ochināmitec in xōchipixqui.
OPUS 	¡Hola, amigo! ¿Cómo estás?	¡Niltze, nicniuh! ¿Quen tica?
OPUS 	No me llamo "tú". Me llamo Ricardo.	Ahmo notōcā "tehuatl". Notōcā Ricardo.
OPUS 	Hola. Me llamo José Silva. ¿Cómo se llama usted?	Niltze. Notōcā José Silva. ¿Quenin motōcāitzin?
OPUS 	No lo he comenzado.	Ahmo onicpēuh.
OPUS 	Soy mexicano.	Nimēxihcatl.
OPUS 	Puedes ver televisión.	Hueli tiquittaz in huehcaīxīpcaxitl.
OPUS 	Te ruego que hables más despacio.	Yolic xitlahto, nimitztlatlauhtia.
OPUS 	Tú hablas rápido.	Tehuatl titlahtoa iciuhca.
OPUS 	No para siempre en la tierra: sólo un poco aquí.	An nochipa tlaltikpak: san achika ya nikan.
OPUS 	Oye un canto en mi corazón: Me pongo a llorar, me lleno de dolor.	Cuicatli quicaqui in noyol nichoca: Ye nicnotlamati, tiya xochitica, tic cauhtehuazque, tlalticpac ye nican titotlanehuia o tiyazque ichan.
OPUS 	Cuando aparecía de noche esta cometa todos los indios daban grandísimos alaridos y se espantaban, esperando que algún mal había de venir.	Auh in icuac necia tlacahuacaya, netenhuitecoya, neizahuiloya, tlatemmachoya.
OPUS 	Allá en mi casa, en Milpa alta, los hombres trabajan y las mujeres hacen tortillas, hacen comida.	Ompa nochan, momochko malakatetikpak, tlaka tekiti iuan siuame tlaxkaloa, tlakualchiua.
OPUS 	Mi padre y mi madre dijeron que así se haría.	Notatzin ica nonantzin omitlahuique ma iqui mochihuaz.
OPUS 	Pasó el año y pasé a lo que se llama segundo año de enseñanza.	Opanoc xihuitl ihuan onipano quilhuia ome xihpa nomachtiz.
OPUS 	Aprenderás mucho aquí.	Timomachtiz miac nicān.
OPUS 	¿Te duele la garganta?	¿Mitzcocohua motozqui?
OPUS 	Amo el canto del zenzontle, pájaro de las cuatrocientas voces. Amo el color del jade, y el enervante perfume de las flores, pero lo que más amo es a mi hermano, el hombre.	Nehhuātl nictlazohtla in centzontōtōtl īcuīcauh. Nehhuātl nictlazohtla in chālchihuitl ītlapaliz īhuān in ahhuiyācmeh xōchimeh; zan oc cencah nocnīuhtzin in tlācatl, nehhuātl nictlazohtla.
OPUS 	Para mí no es nada.	Ahtleh īpan nitlamati.
OPUS 	Lo único que hace es asesorar.	Ahtleh in quinanamiqui zan quixcahuia.
OPUS 	No hubo misa, sólo empezó el sermón.	Ahtleh miza za peuh temachtili.
OPUS 	Nada está dañado.	Ahtleh ihtlacauhtica.
OPUS 	No va a ser nada.	Ca ahtletiz.
OPUS 	Y nosotros no tuvimos ningún cargo.	Auh i tehuatin ahtleh totequiuh.
OPUS 	Están en terreno que no es suyo.	Ahmo intlal ipan catteh.
OPUS 	Estaban en México.	Īpan Mēxihco ocatca.
OPUS 	No hay más que una casa y todos aquellos montones de piedras que hay.	Tza cetetl in icac in calli ihua in ixquich in oca tepeuhtonc in ixquich itetl mochi.
OPUS 	Que Dios el Espíritu Santo sea contigo siempre.	Ma Dios Espirito Santo motlantzinco yez cemicac.
OPUS 	Las mujeres están en México.	Īpan Mēxihco cateh in cihuah.
OPUS 	La justicia de nuestro pueblo, que sus mercedes han de firmar para que sea cierto que empiezo mi testamento.	In mochinti justicia taltepetli xa yexhantzitzi quimotlalilizque infirma ican tlaneltiliz niccualtia noteztamento.
OPUS 	Y volvieron con la noticia de que en toda la tierra no había más que edificios caídos y paredes derrumbadas de casas.	Auh ōhuālmocuepqueh tlanāhuatico cah mochi in tlālli ahmō acah quipiyaya, īcēl toca ōquitztiahqueh in tetepanzoltzin calchīhualli catca.
OPUS 	Presten juramento para que no vuelvan a faltar a su palabra.	Inic amo oc ceppa anquicuepazque amotlatol xicchiuacan juramento.
OPUS 	Y la catapulta seguía volviendo aquí y allá, por todas partes.	Auh in quauhtematlatl mocuecuepa ahuic iaiauh.
OPUS 	Se volvió hechicera y fue muy perversa.	Tlahuipochin mocuepa ca cenca huey tlahuelliloc.
OPUS 	Ahora le dio vuelta a su vida.	Niman monemilizcuep.
OPUS 	Pobre de nosotros. ¿Qué será de nosotros?	Itotolīniāo ¿tle titocuepazque?
OPUS 	También de allá se regresó la gente.	Zan oc ocan hualnecuepaluto.
OPUS 	Se ha de volver.	Za hualmocuepaz.
OPUS 	Tom, quien hablaba bien el náhuatl, tradujo muchísimas cosas a nuestro idioma.	Tom ya huel nahuatlatohua tlacuauh miyec quicuep totlatolpan.
